Property Sub Type,Close$/SqFt,Close_Year,Close_Month,close_month_index,Close Date,SqFt,# Beds
Duplex,0.94,2020,11,35,11/21/20,3454.0,3.0
Single Family Resi,2.67,2020,11,35,11/25/20,1216.0,3.0
Single Family Resi,2.0,2020,11,35,11/16/20,1631.0,4.0
Condominium,1.77,2020,11,35,11/1/20,1947.0,3.0
Condominium,2.09,2020,11,35,11/27/20,1676.0,3.0
Single Family Resi,1.78,2020,11,35,11/12/20,1962.0,4.0
Condominium,1.82,2020,11,35,11/6/20,1974.0,3.0
Condominium,1.9,2020,11,35,11/22/20,2002.0,3.0
Condominium,1.96,2020,11,35,11/10/20,1960.0,3.0
Single Family Resi,1.88,2020,11,35,11/10/20,2236.0,3.0
Single Family Resi,2.47,2020,11,35,11/7/20,1942.0,3.0
Single Family Resi,2.83,2020,11,35,11/4/20,2085.0,3.0
Single Family Resi,2.78,2020,11,35,11/15/20,2230.0,4.0
Condominium,1.88,2020,11,35,11/20/20,662.0,1.0
Quadruplex,0.39,2020,11,35,11/2/20,3612.0,2.0
Condominium,2.79,2020,11,35,11/28/20,528.0,1.0
Condominium,1.5,2020,11,35,11/30/20,1086.0,1.0
Duplex,2.33,2020,11,35,11/11/20,945.0,2.0
Duplex,2.04,2020,11,35,11/21/20,1300.0,3.0
Condominium,2.98,2020,11,35,11/22/20,937.0,2.0
Single Family Resi,1.74,2020,11,35,11/9/20,1720.0,3.0
Single Family Resi,1.76,2020,11,35,11/24/20,1819.0,4.0
Single Family Resi,1.91,2020,11,35,11/6/20,1675.0,3.0
Single Family Resi,3.06,2020,11,35,11/7/20,1109.0,3.0
Condominium,2.5,2020,11,35,11/8/20,1520.0,3.0
Condominium,1.86,2020,11,35,11/13/20,2230.0,3.0
Single Family Resi,2.48,2020,11,35,11/14/20,1771.0,3.0
Single Family Resi,2.92,2020,11,35,11/10/20,1873.0,3.0
Single Family Resi,2.86,2020,11,35,11/1/20,2237.0,4.0
Apartment,2.25,2020,11,35,11/24/20,423.0,1.0
Apartment,1.57,2020,11,35,11/17/20,674.0,1.0
Apartment,1.57,2020,11,35,11/10/20,674.0,1.0
Apartment,1.45,2020,11,35,11/24/20,800.0,1.0
Apartment,1.65,2020,11,35,11/13/20,847.0,2.0
Apartment,1.55,2020,11,35,11/13/20,907.0,2.0
Condominium,2.17,2020,11,35,11/7/20,1378.0,2.0
Single Family Resi,1.61,2020,11,35,11/12/20,1865.0,3.0
Single Family Resi,1.43,2020,11,35,11/2/20,2376.0,4.0
Single Family Resi,1.76,2020,11,35,11/10/20,2563.0,3.0
Single Family Resi,2.1,2020,11,35,11/28/20,2378.0,4.0
Single Family Resi,1.68,2020,11,35,11/2/20,3574.0,4.0
Single Family Resi,1.19,2020,11,35,11/7/20,1803.0,4.0
Single Family Resi,1.17,2020,11,35,11/17/20,1960.0,3.0
Single Family Resi,1.96,2020,11,35,11/16/20,1838.0,3.0
Single Family Resi,1.43,2020,11,35,11/23/20,3699.0,5.0
Single Family Resi,1.69,2020,11,35,11/20/20,3485.0,4.0
Single Family Resi,2.03,2020,11,35,11/7/20,2959.0,3.0
Single Family Resi,1.59,2020,11,35,11/1/20,4400.0,5.0
Apartment,0.05,2020,11,35,11/14/20,16900.0,1.0
Apartment,0.05,2020,11,35,11/6/20,16900.0,1.0
Condominium,2.12,2020,11,35,11/27/20,378.0,1.0
Condominium,1.79,2020,11,35,11/30/20,499.0,1.0
Quadruplex,0.27,2020,11,35,11/28/20,3688.0,2.0
Quadruplex,0.27,2020,11,35,11/25/20,3666.0,2.0
Condominium,1.37,2020,11,35,11/15/20,764.0,2.0
Condominium,1.37,2020,11,35,11/2/20,802.0,2.0
Duplex,0.59,2020,11,35,11/16/20,1969.0,2.0
Condominium,1.41,2020,11,35,11/1/20,850.0,2.0
Duplex,0.54,2020,11,35,11/5/20,2318.0,2.0
Duplex,1.46,2020,11,35,11/6/20,884.0,2.0
Condominium,2.0,2020,11,35,11/27/20,675.0,1.0
Duplex,0.53,2020,11,35,11/24/20,2560.0,2.0
Duplex,1.27,2020,11,35,11/13/20,1100.0,3.0
Duplex,0.69,2020,11,35,11/4/20,2101.0,2.0
Duplex,0.88,2020,11,35,11/2/20,1810.0,2.0
Duplex,1.9,2020,11,35,11/23/20,840.0,2.0
Duplex,0.65,2020,11,35,11/1/20,2465.0,3.0
Single Family Resi,1.6,2020,11,35,11/2/20,1092.0,3.0
Condominium,1.21,2020,11,35,11/1/20,1445.0,3.0
Condominium,1.12,2020,11,35,11/1/20,1648.0,3.0
Condominium,1.31,2020,11,35,11/20/20,1408.0,2.0
Single Family Resi,1.45,2020,11,35,11/19/20,1304.0,2.0
Single Family Resi,1.88,2020,11,35,11/20/20,1012.0,3.0
Single Family Resi,1.2,2020,11,35,11/1/20,1584.0,3.0
Single Family Resi,1.36,2020,11,35,11/23/20,1429.0,4.0
Townhouse,1.43,2020,11,35,11/20/20,1394.0,3.0
Condominium,1.61,2020,11,35,11/29/20,1270.0,2.0
Townhouse,1.44,2020,11,35,11/5/20,1532.0,3.0
Single Family Resi,1.37,2020,11,35,11/14/20,1638.0,4.0
Condominium,1.57,2020,11,35,11/14/20,1436.0,3.0
Condominium,1.42,2020,11,35,11/25/20,1621.0,2.0
Single Family Resi,1.22,2020,11,35,11/15/20,1961.0,3.0
Single Family Resi,1.5,2020,11,35,11/29/20,1699.0,3.0
Single Family Resi,1.37,2020,11,35,11/25/20,2039.0,4.0
Single Family Resi,1.46,2020,11,35,11/5/20,2057.0,3.0
Single Family Resi,1.7,2020,11,35,11/6/20,2355.0,3.0
Apartment,0.35,2020,11,35,11/1/20,2600.0,1.0
Quadruplex,0.29,2020,11,35,11/1/20,3360.0,2.0
Quadruplex,1.25,2020,11,35,11/13/20,840.0,2.0
Duplex,0.67,2020,11,35,11/24/20,1773.0,2.0
Quadruplex,1.19,2020,11,35,11/11/20,1047.0,3.0
Condominium,1.36,2020,11,35,11/11/20,917.0,2.0
Duplex,1.34,2020,11,35,11/25/20,1040.0,3.0
Townhouse,1.42,2020,11,35,11/15/20,980.0,2.0
Duplex,0.7,2020,11,35,11/9/20,2098.0,3.0
Condominium,2.0,2020,11,35,11/18/20,749.0,1.0
Single Family Resi,1.59,2020,11,35,11/10/20,971.0,3.0
Single Family Resi,1.5,2020,11,35,11/1/20,1036.0,3.0
Condominium,2.11,2020,11,35,11/17/20,756.0,1.0
Single Family Resi,1.56,2020,11,35,11/5/20,1020.0,3.0
Single Family Resi,1.57,2020,11,35,11/4/20,1019.0,3.0
Single Family Resi,1.6,2020,11,35,11/15/20,1048.0,3.0
Single Family Resi,1.39,2020,11,35,11/1/20,1222.0,3.0
Single Family Resi,1.45,2020,11,35,11/1/20,1170.0,3.0
Duplex,0.66,2020,11,35,11/6/20,2576.0,3.0
Single Family Resi,1.33,2020,11,35,11/1/20,1326.0,3.0
Single Family Resi,1.81,2020,11,35,11/15/20,989.0,3.0
Single Family Resi,1.98,2020,11,35,11/19/20,910.0,3.0
Single Family Resi,1.46,2020,11,35,11/1/20,1252.0,3.0
See Remarks,1.99,2020,11,35,11/18/20,921.0,2.0
Single Family Resi,1.51,2020,11,35,11/1/20,1230.0,3.0
Single Family Resi,1.07,2020,11,35,11/13/20,1767.0,4.0
Condominium,2.18,2020,11,35,11/4/20,906.0,1.0
Condominium,1.45,2020,11,35,11/18/20,1383.0,2.0
Condominium,2.0,2020,11,35,11/29/20,1051.0,2.0
Single Family Resi,1.47,2020,11,35,11/14/20,1499.0,3.0
Condominium,1.19,2020,11,35,11/11/20,1856.0,3.0
Single Family Resi,1.79,2020,11,35,11/23/20,1287.0,3.0
Single Family Resi,1.72,2020,11,35,11/3/20,1340.0,3.0
Condominium,1.44,2020,11,35,11/29/20,1663.0,2.0
Single Family Resi,1.19,2020,11,35,11/11/20,2093.0,4.0
Single Family Resi,1.57,2020,11,35,11/30/20,1723.0,3.0
Single Family Resi,1.74,2020,11,35,11/15/20,2009.0,3.0
Quadruplex,1.15,2020,11,35,11/20/20,780.0,2.0
Quadruplex,1.4,2020,11,35,11/11/20,780.0,2.0
Manufactured Home,1.18,2020,11,35,11/16/20,1056.0,2.0
Duplex,0.7,2020,11,35,11/6/20,1796.0,2.0
Duplex,1.41,2020,11,35,11/20/20,900.0,2.0
Duplex,0.72,2020,11,35,11/30/20,1821.0,2.0
Duplex,1.32,2020,11,35,11/20/20,1026.0,3.0
Single Family Resi,1.66,2020,11,35,11/8/20,840.0,2.0
Duplex,1.31,2020,11,35,11/5/20,1066.0,2.0
Duplex,1.16,2020,11,35,11/13/20,1275.0,3.0
Duplex,0.58,2020,11,35,11/15/20,2618.0,3.0
Single Family Resi,1.17,2020,11,35,11/9/20,1315.0,3.0
Single Family Resi,1.17,2020,11,35,11/16/20,1362.0,3.0
Single Family Resi,1.61,2020,11,35,11/4/20,992.0,3.0
Single Family Resi,1.0,2020,11,35,11/28/20,1673.0,3.0
Single Family Resi,1.36,2020,11,35,11/10/20,1244.0,3.0
Condominium,1.25,2020,11,35,11/20/20,1353.0,2.0
Single Family Resi,1.17,2020,11,35,11/18/20,1493.0,3.0
Single Family Resi,1.61,2020,11,35,11/15/20,1090.0,2.0
Single Family Resi,1.33,2020,11,35,11/16/20,1347.0,3.0
Single Family Resi,1.38,2020,11,35,11/1/20,1303.0,3.0
Single Family Resi,1.45,2020,11,35,11/13/20,1234.0,3.0
Single Family Resi,0.78,2020,11,35,11/14/20,2293.0,3.0
Single Family Resi,1.29,2020,11,35,11/17/20,1392.0,3.0
Single Family Resi,0.94,2020,11,35,11/25/20,1924.0,4.0
Single Family Resi,1.17,2020,11,35,11/10/20,1563.0,3.0
Single Family Resi,1.44,2020,11,35,11/11/20,1285.0,3.0
Single Family Resi,1.33,2020,11,35,11/16/20,1388.0,3.0
Single Family Resi,1.19,2020,11,35,11/13/20,1594.0,3.0
Single Family Resi,1.05,2020,11,35,11/20/20,1800.0,3.0
Single Family Resi,1.5,2020,11,35,11/1/20,1267.0,3.0
Single Family Resi,1.23,2020,11,35,11/19/20,1591.0,3.0
Duplex,0.63,2020,11,35,11/1/20,3080.0,3.0
Single Family Resi,1.14,2020,11,35,11/12/20,1748.0,3.0
Single Family Resi,1.07,2020,11,35,11/1/20,1858.0,4.0
Single Family Resi,1.11,2020,11,35,11/15/20,1804.0,3.0
Single Family Resi,1.35,2020,11,35,11/1/20,1483.0,3.0
Single Family Resi,1.36,2020,11,35,11/12/20,1546.0,3.0
Single Family Resi,1.28,2020,11,35,11/1/20,1677.0,3.0
Single Family Resi,1.18,2020,11,35,11/14/20,1864.0,3.0
Single Family Resi,1.32,2020,11,35,11/15/20,1661.0,3.0
Condominium,1.16,2020,11,35,11/9/20,1940.0,3.0
Single Family Resi,0.91,2020,11,35,11/1/20,2468.0,4.0
Condominium,1.35,2020,11,35,11/16/20,1736.0,3.0
Single Family Resi,0.89,2020,11,35,11/14/20,2656.0,3.0
Condominium,0.97,2020,11,35,11/30/20,2576.0,4.0
Single Family Resi,1.78,2020,11,35,11/13/20,1408.0,3.0
Condominium,1.2,2020,11,35,11/20/20,2080.0,4.0
Single Family Resi,1.48,2020,11,35,11/11/20,1758.0,3.0
Duplex,0.61,2020,11,35,11/15/20,1595.0,2.0
Duplex,1.15,2020,11,35,11/24/20,950.0,2.0
Duplex,1.39,2020,11,35,11/15/20,920.0,2.0
Duplex,1.31,2020,11,35,11/1/20,990.0,3.0
Single Family Resi,1.27,2020,11,35,11/20/20,1021.0,3.0
Duplex,0.8,2020,11,35,11/13/20,1616.0,2.0
Duplex,0.73,2020,11,35,11/10/20,1914.0,3.0
Single Family Resi,1.5,2020,11,35,11/21/20,1088.0,4.0
Single Family Resi,1.4,2020,11,35,11/27/20,1175.0,3.0
Single Family Resi,1.0,2020,11,35,11/13/20,1699.0,3.0
Single Family Resi,1.34,2020,11,35,11/16/20,1269.0,4.0
Single Family Resi,0.93,2020,11,35,11/11/20,1856.0,3.0
Single Family Resi,1.42,2020,11,35,11/24/20,1230.0,3.0
Single Family Resi,1.22,2020,11,35,11/1/20,1440.0,3.0
Single Family Resi,1.64,2020,11,35,11/18/20,1092.0,3.0
Single Family Resi,0.9,2020,11,35,11/6/20,2017.0,4.0
Single Family Resi,1.61,2020,11,35,11/21/20,1135.0,3.0
Single Family Resi,1.13,2020,11,35,11/25/20,1627.0,4.0
Single Family Resi,1.24,2020,11,35,11/1/20,1512.0,3.0
Single Family Resi,1.17,2020,11,35,11/22/20,1627.0,4.0
Condominium,0.95,2020,11,35,11/1/20,2111.0,3.0
Single Family Resi,1.11,2020,11,35,11/24/20,1845.0,4.0
Single Family Resi,1.23,2020,11,35,11/26/20,1680.0,4.0
Townhouse,1.17,2020,11,35,11/17/20,1800.0,3.0
Single Family Resi,1.52,2020,11,35,11/25/20,1449.0,3.0
Single Family Resi,1.14,2020,11,35,11/15/20,1931.0,4.0
Single Family Resi,1.06,2020,11,35,11/10/20,2068.0,4.0
Single Family Resi,0.94,2020,11,35,11/18/20,2400.0,4.0
Townhouse,1.2,2020,11,35,11/30/20,1620.0,3.0
Townhouse,1.16,2020,11,35,11/5/20,1721.0,3.0
Apartment,2.5,2020,11,35,11/1/20,400.0,0.0
Condominium,2.11,2020,11,35,11/12/20,485.0,1.0
Condominium,2.12,2020,11,35,11/19/20,565.0,1.0
Apartment,1.79,2020,11,35,11/28/20,727.0,1.0
Condominium,1.7,2020,11,35,11/6/20,880.0,2.0
Condominium,2.83,2020,11,35,11/11/20,575.0,1.0
Condominium,2.65,2020,11,35,11/6/20,622.0,1.0
Condominium,1.91,2020,11,35,11/20/20,865.0,1.0
Condominium,1.83,2020,11,35,11/13/20,956.0,2.0
Condominium,2.08,2020,11,35,11/3/20,865.0,1.0
Condominium,2.53,2020,11,35,11/9/20,711.0,1.0
Condominium,1.81,2020,11,35,11/5/20,1049.0,2.0
Condominium,1.24,2020,11,35,11/1/20,1533.0,2.0
Condominium,1.85,2020,11,35,11/14/20,1029.0,1.0
Condominium,3.14,2020,11,35,11/19/20,622.0,1.0
Condominium,2.73,2020,11,35,11/17/20,715.0,1.0
Condominium,2.67,2020,11,35,11/20/20,756.0,1.0
Condominium,1.63,2020,11,35,11/1/20,1287.0,2.0
Condominium,2.11,2020,11,35,11/1/20,1092.0,1.0
Condominium,3.77,2020,11,35,11/10/20,663.0,1.0
Condominium,2.12,2020,11,35,11/25/20,1178.0,1.0
Condominium,1.89,2020,11,35,11/2/20,1399.0,2.0
Condominium,2.41,2020,11,35,11/27/20,1122.0,2.0
Condominium,3.25,2020,11,35,11/30/20,862.0,1.0
Condominium,3.0,2020,11,35,11/4/20,983.0,2.0
Condominium,2.54,2020,11,35,11/18/20,1219.0,2.0
Condominium,4.52,2020,11,35,11/12/20,730.0,1.0
Condominium,2.87,2020,11,35,11/3/20,1150.0,2.0
Condominium,3.73,2020,11,35,11/5/20,1019.0,2.0
Condominium,2.58,2020,11,35,11/23/20,1631.0,3.0
Condominium,3.66,2020,11,35,11/5/20,1474.0,2.0
Condominium,3.84,2020,11,35,11/11/20,1759.0,2.0
Condominium,3.66,2020,11,35,11/21/20,2243.0,2.0
Condominium,4.74,2020,11,35,11/10/20,3482.0,3.0
Single Family Resi,1.37,2020,11,35,11/19/20,1163.0,3.0
Single Family Resi,1.59,2020,11,35,11/7/20,1166.0,2.0
Single Family Resi,0.99,2020,11,35,11/20/20,2170.0,3.0
Single Family Resi,1.02,2020,11,35,11/9/20,2167.0,2.0
Single Family Resi,1.44,2020,11,35,11/4/20,1664.0,3.0
Single Family Resi,1.4,2020,11,35,11/13/20,2043.0,3.0
Single Family Resi,1.51,2020,11,35,11/20/20,1925.0,3.0
Single Family Resi,1.21,2020,11,35,11/1/20,2463.0,4.0
Single Family Resi,1.44,2020,11,35,11/19/20,2083.0,3.0
Single Family Resi,1.23,2020,11,35,11/1/20,2915.0,4.0
Single Family Resi,1.48,2020,11,35,11/1/20,2502.0,3.0
Single Family Resi,1.05,2020,11,35,11/7/20,3700.0,5.0
Single Family Resi,1.11,2020,11,35,11/30/20,3615.0,4.0
Single Family Resi,0.97,2020,11,35,11/15/20,4344.0,5.0
Single Family Resi,1.29,2020,11,35,11/1/20,3256.0,4.0
Single Family Resi,1.05,2020,11,35,11/30/20,1709.0,3.0
Duplex,1.17,2020,11,35,11/25/20,1048.0,3.0
Duplex,0.7,2020,11,35,11/22/20,1782.0,2.0
Condominium,1.28,2020,11,35,11/1/20,1090.0,2.0
Condominium,1.16,2020,11,35,11/26/20,1334.0,2.0
Single Family Resi,1.68,2020,11,35,11/27/20,950.0,2.0
Single Family Resi,1.41,2020,11,35,11/30/20,1171.0,3.0
Single Family Resi,1.18,2020,11,35,11/18/20,1419.0,3.0
Single Family Resi,1.48,2020,11,35,11/7/20,1147.0,3.0
Single Family Resi,1.22,2020,11,35,11/13/20,1436.0,3.0
Single Family Resi,0.99,2020,11,35,11/1/20,1819.0,4.0
Single Family Resi,1.33,2020,11,35,11/23/20,1394.0,3.0
Single Family Resi,1.07,2020,11,35,11/30/20,1732.0,3.0
Single Family Resi,0.81,2020,11,35,11/18/20,2339.0,4.0
Single Family Resi,0.95,2020,11,35,11/12/20,1999.0,4.0
Single Family Resi,1.1,2020,11,35,11/7/20,1743.0,3.0
Single Family Resi,0.96,2020,11,35,11/16/20,2002.0,3.0
Single Family Resi,0.98,2020,11,35,11/1/20,1961.0,3.0
Single Family Resi,1.09,2020,11,35,11/1/20,1781.0,3.0
Single Family Resi,1.03,2020,11,35,11/23/20,1895.0,3.0
Single Family Resi,1.17,2020,11,35,11/10/20,1707.0,3.0
Single Family Resi,1.03,2020,11,35,11/20/20,1950.0,4.0
Single Family Resi,1.07,2020,11,35,11/24/20,1901.0,3.0
Single Family Resi,1.11,2020,11,35,11/27/20,1842.0,3.0
Single Family Resi,0.96,2020,11,35,11/6/20,2195.0,3.0
Single Family Resi,0.93,2020,11,35,11/3/20,2268.0,4.0
Single Family Resi,0.85,2020,11,35,11/12/20,2473.0,4.0
Single Family Resi,1.05,2020,11,35,11/24/20,2101.0,4.0
Single Family Resi,1.41,2020,11,35,11/21/20,1739.0,3.0
Single Family Resi,1.12,2020,11,35,11/23/20,2237.0,3.0
Duplex,1.14,2020,11,35,11/20/20,900.0,2.0
Apartment,1.42,2020,11,35,11/19/20,812.0,2.0
Duplex,1.13,2020,11,35,11/5/20,1105.0,2.0
Condominium,1.32,2020,11,35,11/30/20,1004.0,2.0
Condominium,1.37,2020,11,35,11/1/20,1004.0,2.0
Single Family Resi,1.67,2020,11,35,11/17/20,914.0,2.0
Single Family Resi,1.1,2020,11,35,11/28/20,1412.0,3.0
Townhouse,1.37,2020,11,35,11/13/20,1128.0,2.0
Single Family Resi,1.23,2020,11,35,11/25/20,1276.0,3.0
Single Family Resi,1.33,2020,11,35,11/30/20,1201.0,3.0
Single Family Resi,1.26,2020,11,35,11/5/20,1351.0,2.0
Single Family Resi,1.05,2020,11,35,11/16/20,1617.0,3.0
Single Family Resi,1.3,2020,11,35,11/12/20,1346.0,3.0
Condominium,1.27,2020,11,35,11/7/20,1375.0,2.0
Single Family Resi,0.93,2020,11,35,11/21/20,1932.0,3.0
Single Family Resi,0.83,2020,11,35,11/2/20,2160.0,4.0
Single Family Resi,1.21,2020,11,35,11/12/20,1508.0,3.0
Single Family Resi,1.11,2020,11,35,11/5/20,1646.0,3.0
Single Family Resi,0.86,2020,11,35,11/14/20,2142.0,4.0
Single Family Resi,0.97,2020,11,35,11/17/20,1961.0,4.0
Single Family Resi,1.3,2020,11,35,11/15/20,1505.0,3.0
Single Family Resi,1.03,2020,11,35,11/11/20,1922.0,4.0
Single Family Resi,0.95,2020,11,35,11/16/20,2105.0,3.0
Single Family Resi,0.78,2020,11,35,11/3/20,2564.0,4.0
Single Family Resi,0.79,2020,11,35,11/26/20,2536.0,4.0
Single Family Resi,1.04,2020,11,35,11/30/20,2027.0,4.0
Single Family Resi,0.86,2020,11,35,11/13/20,2540.0,4.0
Single Family Resi,0.94,2020,11,35,11/24/20,2347.0,4.0
Single Family Resi,0.89,2020,11,35,11/9/20,2467.0,4.0
Single Family Resi,1.59,2020,11,35,11/9/20,1514.0,3.0
Duplex,0.73,2020,11,35,11/16/20,1914.0,3.0
Single Family Resi,0.84,2020,11,35,11/13/20,2259.0,3.0
Condominium,1.39,2020,11,35,11/14/20,1548.0,2.0
Condominium,1.16,2020,11,35,11/19/20,1848.0,3.0
Condominium,1.36,2020,11,35,11/9/20,1584.0,2.0
Single Family Resi,1.03,2020,11,35,11/13/20,2323.0,4.0
Condominium,1.29,2020,11,35,11/12/20,2047.0,3.0
Single Family Resi,1.41,2020,11,35,11/6/20,2128.0,3.0
Single Family Resi,1.52,2020,11,35,11/15/20,1980.0,3.0
Single Family Resi,0.89,2020,11,35,11/24/20,3472.0,5.0
Single Family Resi,1.2,2020,11,35,11/5/20,3078.0,4.0
Single Family Resi,0.78,2020,11,35,11/8/20,1540.0,3.0
Single Family Resi,1.07,2020,11,35,11/1/20,1643.0,3.0
Single Family Resi,0.91,2020,11,35,11/27/20,2203.0,4.0
Single Family Resi,0.91,2020,11,35,11/15/20,2203.0,4.0
Single Family Resi,0.93,2020,11,35,11/4/20,2146.0,4.0
Single Family Resi,0.89,2020,11,35,11/1/20,2466.0,5.0
Single Family Resi,0.71,2020,11,35,11/1/20,3107.0,5.0
Condominium,1.49,2020,11,35,11/28/20,706.0,1.0
Condominium,1.7,2020,11,35,11/3/20,706.0,1.0
Condominium,1.39,2020,11,35,11/19/20,1150.0,2.0
Condominium,2.15,2020,11,35,11/7/20,814.0,2.0
Condominium,1.29,2020,11,35,11/24/20,1708.0,3.0
Single Family Resi,1.14,2020,11,35,11/1/20,1992.0,3.0
Single Family Resi,1.02,2020,11,35,11/11/20,2293.0,3.0
Single Family Resi,1.0,2020,11,35,11/13/20,2400.0,4.0
Single Family Resi,1.14,2020,11,35,11/1/20,2192.0,4.0
Single Family Resi,1.4,2020,11,35,11/12/20,1934.0,3.0
Single Family Resi,0.93,2020,11,35,11/2/20,3125.0,3.0
Single Family Resi,1.02,2020,11,35,11/3/20,3430.0,3.0
Single Family Resi,1.2,2020,11,35,11/8/20,4175.0,5.0
Single Family Resi,0.87,2020,11,35,11/29/20,2068.0,3.0
Single Family Resi,1.15,2020,11,35,11/30/20,1565.0,3.0
Single Family Resi,1.25,2020,11,35,11/7/20,1440.0,3.0
Single Family Resi,0.8,2020,11,35,11/23/20,2236.0,3.0
Single Family Resi,0.87,2020,11,35,11/19/20,2111.0,3.0
Single Family Resi,0.99,2020,11,35,11/11/20,1964.0,4.0
Single Family Resi,1.38,2020,11,35,11/16/20,1417.0,3.0
Single Family Resi,1.02,2020,11,35,11/18/20,1950.0,4.0
Single Family Resi,1.02,2020,11,35,11/17/20,1950.0,4.0
Single Family Resi,1.08,2020,11,35,11/13/20,1900.0,3.0
Single Family Resi,1.16,2020,11,35,11/22/20,1810.0,3.0
Single Family Resi,0.96,2020,11,35,11/19/20,2656.0,5.0
Single Family Resi,0.92,2020,11,35,11/12/20,2076.0,3.0
Quadruplex,1.23,2020,11,35,11/11/20,938.0,2.0
Duplex,1.04,2020,11,35,11/13/20,1150.0,2.0
Duplex,0.59,2020,11,35,11/1/20,2035.0,2.0
Duplex,1.46,2020,11,35,11/28/20,996.0,2.0
Single Family Resi,1.21,2020,11,35,11/15/20,1238.0,3.0
Duplex,1.09,2020,11,35,11/19/20,1516.0,3.0
Single Family Resi,1.4,2020,11,35,11/12/20,1175.0,3.0
Single Family Resi,1.09,2020,11,35,11/1/20,1535.0,3.0
Condominium,1.14,2020,11,35,11/28/20,1533.0,3.0
Single Family Resi,0.95,2020,11,35,11/1/20,1860.0,3.0
Single Family Resi,1.46,2020,11,35,11/6/20,1231.0,3.0
Single Family Resi,1.08,2020,11,35,11/1/20,1710.0,3.0
Single Family Resi,1.01,2020,11,35,11/12/20,1884.0,3.0
Single Family Resi,1.19,2020,11,35,11/1/20,1590.0,3.0
Single Family Resi,1.28,2020,11,35,11/28/20,1488.0,3.0
Single Family Resi,1.2,2020,11,35,11/2/20,1610.0,3.0
Single Family Resi,0.87,2020,11,35,11/16/20,2258.0,4.0
Single Family Resi,0.84,2020,11,35,11/13/20,2363.0,3.0
Single Family Resi,1.22,2020,11,35,11/9/20,1637.0,3.0
Single Family Resi,0.97,2020,11,35,11/15/20,2147.0,3.0
Single Family Resi,1.65,2020,11,35,11/1/20,1272.0,3.0
Single Family Resi,1.12,2020,11,35,11/26/20,1919.0,3.0
Single Family Resi,1.0,2020,11,35,11/16/20,2182.0,3.0
Single Family Resi,1.22,2020,11,35,11/13/20,1803.0,3.0
Single Family Resi,1.11,2020,11,35,11/10/20,2077.0,3.0
Single Family Resi,1.13,2020,11,35,11/17/20,2074.0,4.0
Single Family Resi,1.52,2020,11,35,11/26/20,1580.0,3.0
Single Family Resi,0.93,2020,11,35,11/27/20,2984.0,4.0
Duplex,0.78,2020,11,35,11/16/20,2000.0,2.0
Condominium,1.37,2020,11,35,11/6/20,1257.0,2.0
Single Family Resi,0.99,2020,11,35,11/22/20,1818.0,3.0
Single Family Resi,1.34,2020,11,35,11/1/20,1530.0,3.0
Single Family Resi,1.43,2020,11,35,11/13/20,1490.0,3.0
Single Family Resi,1.0,2020,11,35,11/25/20,2140.0,4.0
Townhouse,1.06,2020,11,35,11/10/20,2037.0,3.0
Single Family Resi,1.01,2020,11,35,11/18/20,2278.0,4.0
Single Family Resi,0.92,2020,11,35,11/1/20,2560.0,4.0
Single Family Resi,1.35,2020,11,35,11/16/20,1772.0,3.0
Single Family Resi,1.39,2020,11,35,11/30/20,1798.0,4.0
Single Family Resi,1.08,2020,11,35,11/21/20,2392.0,4.0
Single Family Resi,1.2,2020,11,35,11/12/20,2258.0,4.0
Single Family Resi,0.85,2020,11,35,11/2/20,3272.0,4.0
Single Family Resi,0.98,2020,11,35,11/17/20,2857.0,4.0
Single Family Resi,1.01,2020,11,35,11/12/20,2777.0,4.0
Single Family Resi,0.91,2020,11,35,11/1/20,3456.0,5.0
Single Family Resi,1.01,2020,11,35,11/9/20,3372.0,4.0
Condominium,0.68,2020,11,35,11/10/20,812.0,1.0
Condominium,1.16,2020,11,35,11/2/20,597.0,0.0
Condominium,1.62,2020,11,35,11/2/20,432.0,1.0
Apartment,1.74,2020,11,35,11/3/20,432.0,1.0
Apartment,1.96,2020,11,35,11/24/20,396.0,1.0
Apartment,1.45,2020,11,35,11/28/20,550.0,1.0
Apartment,1.72,2020,11,35,11/20/20,480.0,0.0
Apartment,0.06,2020,11,35,11/18/20,14824.0,1.0
Condominium,1.11,2020,11,35,11/23/20,768.0,1.0
Apartment,1.39,2020,11,35,11/20/20,611.0,1.0
Condominium,1.1,2020,11,35,11/3/20,772.0,1.0
Condominium,2.3,2020,11,35,11/30/20,369.0,1.0
Condominium,2.22,2020,11,35,11/20/20,394.0,1.0
Apartment,1.9,2020,11,35,11/2/20,470.0,1.0
Condominium,1.23,2020,11,35,11/19/20,729.0,2.0
Apartment,0.06,2020,11,35,11/15/20,14824.0,1.0
Condominium,1.75,2020,11,35,11/6/20,513.0,2.0
Condominium,0.99,2020,11,35,11/2/20,912.0,2.0
Apartment,2.26,2020,11,35,11/11/20,400.0,0.0
Condominium,1.4,2020,11,35,11/23/20,677.0,2.0
Condominium,2.71,2020,11,35,11/24/20,369.0,1.0
Apartment,1.75,2020,11,35,11/3/20,630.0,1.0
Duplex,0.77,2020,11,35,11/2/20,1426.0,1.0
Apartment,1.83,2020,11,35,11/20/20,630.0,1.0
Condominium,1.74,2020,11,35,11/1/20,689.0,1.0
Condominium,1.2,2020,11,35,11/9/20,996.0,2.0
Apartment,1.78,2020,11,35,11/20/20,703.0,2.0
