Property Sub Type,Close$/SqFt,Close_Year,Close_Month,close_month_index,Close Date,SqFt,# Beds
Single Family Resi,1.11,2019,7,19,7/1/19,1370.0,3.0
Single Family Resi,1.08,2019,7,19,7/10/19,1429.0,3.0
Single Family Resi,0.78,2019,7,19,7/5/19,1992.0,4.0
Single Family Resi,0.95,2019,7,19,7/11/19,1702.0,4.0
Single Family Resi,0.97,2019,7,19,7/6/19,1672.0,4.0
Single Family Resi,0.78,2019,7,19,7/14/19,2491.0,4.0
Single Family Resi,0.75,2019,7,19,7/15/19,2668.0,4.0
Condominium,2.08,2019,7,19,7/11/19,383.0,1.0
Condominium,1.94,2019,7,19,7/8/19,425.0,0.0
Apartment,2.35,2019,7,19,7/30/19,362.0,1.0
Apartment,1.42,2019,7,19,7/5/19,600.0,1.0
Condominium,2.28,2019,7,19,7/10/19,372.0,0.0
See Remarks,2.28,2019,7,19,7/12/19,372.0,0.0
Condominium,2.28,2019,7,19,7/9/19,373.0,1.0
See Remarks,2.28,2019,7,19,7/22/19,372.0,1.0
Apartment,2.18,2019,7,19,7/18/19,400.0,0.0
Apartment,2.18,2019,7,19,7/10/19,400.0,0.0
Apartment,1.75,2019,7,19,7/8/19,500.0,1.0
Apartment,2.24,2019,7,19,7/27/19,400.0,1.0
Apartment,2.01,2019,7,19,7/30/19,456.0,1.0
Apartment,2.22,2019,7,19,7/18/19,415.0,0.0
Condominium,2.6,2019,7,19,7/26/19,365.0,1.0
Condominium,2.28,2019,7,19,7/29/19,416.0,1.0
Apartment,2.4,2019,7,19,7/26/19,400.0,1.0
Apartment,1.48,2019,7,19,7/29/19,650.0,1.0
Apartment,1.61,2019,7,19,7/12/19,600.0,1.0
Apartment,2.75,2019,7,19,7/22/19,362.0,1.0
Condominium,1.48,2019,7,19,7/1/19,674.0,1.0
Apartment,2.75,2019,7,19,7/1/19,362.0,1.0
Condominium,2.65,2019,7,19,7/15/19,378.0,1.0
Apartment,1.71,2019,7,19,7/3/19,585.0,1.0
See Remarks,1.69,2019,7,19,7/15/19,595.0,1.0
Condominium,2.05,2019,7,19,7/30/19,500.0,1.0
Apartment,3.07,2019,7,19,7/22/19,340.0,0.0
Condominium,2.55,2019,7,19,7/18/19,410.0,1.0
Condominium,1.8,2019,7,19,7/27/19,582.0,1.0
Condominium,2.52,2019,7,19,7/22/19,416.0,1.0
Condominium,1.62,2019,7,19,7/11/19,650.0,1.0
Apartment,1.91,2019,7,19,7/3/19,565.0,1.0
Apartment,1.85,2019,7,19,7/19/19,585.0,1.0
Apartment,1.85,2019,7,19,7/18/19,585.0,1.0
Apartment,2.64,2019,7,19,7/22/19,414.0,1.0
Apartment,1.99,2019,7,19,7/1/19,550.0,1.0
Apartment,2.64,2019,7,19,7/1/19,414.0,1.0
Apartment,1.88,2019,7,19,7/23/19,585.0,1.0
See Remarks,2.38,2019,7,19,7/19/19,462.0,0.0
Quadruplex,1.69,2019,7,19,7/9/19,650.0,1.0
Single Family Resi,1.57,2019,7,19,7/3/19,700.0,1.0
Apartment,1.96,2019,7,19,7/27/19,560.0,1.0
Apartment,2.73,2019,7,19,7/22/19,410.0,1.0
Single Family Resi,2.5,2019,7,19,7/1/19,470.0,1.0
Condominium,1.85,2019,7,19,7/9/19,636.0,1.0
Apartment,2.24,2019,7,19,7/20/19,525.0,1.0
Apartment,2.17,2019,7,19,7/22/19,550.0,1.0
Apartment,1.43,2019,7,19,7/23/19,868.0,2.0
Apartment,1.43,2019,7,19,7/2/19,869.0,2.0
Apartment,1.43,2019,7,19,7/11/19,869.0,2.0
Condominium,2.22,2019,7,19,7/15/19,562.0,1.0
Quadruplex,0.45,2019,7,19,7/23/19,2800.0,2.0
See Remarks,2.5,2019,7,19,7/15/19,500.0,1.0
Apartment,1.9,2019,7,19,7/2/19,680.0,2.0
Apartment,1.37,2019,7,19,7/10/19,950.0,2.0
Apartment,1.38,2019,7,19,7/8/19,997.0,2.0
Apartment,2.05,2019,7,19,7/22/19,680.0,2.0
Apartment,1.64,2019,7,19,7/1/19,850.0,2.0
Condominium,2.53,2019,7,19,7/14/19,554.0,2.0
Apartment,2.52,2019,7,19,7/10/19,565.0,2.0
Apartment,1.91,2019,7,19,7/23/19,760.0,2.0
Duplex,0.66,2019,7,19,7/3/19,2184.0,2.0
Duplex,1.93,2019,7,19,7/1/19,750.0,1.0
Condominium,1.61,2019,7,19,7/26/19,900.0,2.0
Duplex,1.67,2019,7,19,7/1/19,900.0,2.0
Duplex,1.4,2019,7,19,7/1/19,1100.0,2.0
Single Family Resi,2.3,2019,7,19,7/18/19,673.0,2.0
Apartment,1.82,2019,7,19,7/23/19,850.0,2.0
Condominium,1.69,2019,7,19,7/3/19,915.0,2.0
Single Family Resi,1.08,2019,7,19,7/26/19,1450.0,2.0
Duplex,0.91,2019,7,19,7/26/19,1728.0,2.0
Duplex,1.99,2019,7,19,7/18/19,800.0,2.0
Duplex,1.77,2019,7,19,7/17/19,900.0,1.0
Duplex,2.2,2019,7,19,7/26/19,726.0,2.0
Condominium,1.72,2019,7,19,7/3/19,928.0,1.0
Duplex,1.78,2019,7,19,7/10/19,900.0,2.0
Condominium,1.78,2019,7,19,7/29/19,929.0,2.0
Duplex,1.5,2019,7,19,7/25/19,1100.0,2.0
Duplex,1.07,2019,7,19,7/23/19,1544.0,2.0
Single Family Resi,2.72,2019,7,19,7/15/19,624.0,2.0
Apartment,2.29,2019,7,19,7/12/19,750.0,3.0
Duplex,1.99,2019,7,19,7/15/19,900.0,2.0
Single Family Resi,1.9,2019,7,19,7/20/19,944.0,2.0
Single Family Resi,1.77,2019,7,19,7/2/19,1014.0,2.0
Single Family Resi,1.88,2019,7,19,7/15/19,960.0,2.0
Single Family Resi,2.25,2019,7,19,7/26/19,810.0,2.0
Apartment,2.15,2019,7,19,7/19/19,850.0,2.0
Single Family Resi,2.26,2019,7,19,7/12/19,840.0,2.0
Single Family Resi,1.96,2019,7,19,7/17/19,968.0,2.0
Single Family Resi,1.67,2019,7,19,7/1/19,1136.0,2.0
Single Family Resi,2.32,2019,7,19,7/9/19,840.0,2.0
Single Family Resi,2.29,2019,7,19,7/12/19,852.0,3.0
Single Family Resi,1.99,2019,7,19,7/3/19,1002.0,2.0
Condominium,1.58,2019,7,19,7/1/19,1262.0,3.0
See Remarks,2.13,2019,7,19,7/1/19,940.0,2.0
Single Family Resi,1.62,2019,7,19,7/13/19,1250.0,2.0
Duplex,1.77,2019,7,19,7/20/19,1150.0,3.0
Duplex,1.75,2019,7,19,7/25/19,1169.0,3.0
Duplex,1.13,2019,7,19,7/18/19,1820.0,3.0
Single Family Resi,2.41,2019,7,19,7/3/19,872.0,1.0
Duplex,2.15,2019,7,19,7/28/19,998.0,2.0
Single Family Resi,2.32,2019,7,19,7/15/19,950.0,2.0
Single Family Resi,1.45,2019,7,19,7/3/19,1514.0,3.0
Duplex,1.59,2019,7,19,7/29/19,1386.0,2.0
Single Family Resi,1.73,2019,7,19,7/22/19,1330.0,2.0
Triplex,1.79,2019,7,19,7/17/19,1280.0,3.0
Single Family Resi,1.64,2019,7,19,7/1/19,1404.0,3.0
Single Family Resi,2.4,2019,7,19,7/30/19,960.0,2.0
Duplex,2.21,2019,7,19,7/15/19,1065.0,2.0
Single Family Resi,1.96,2019,7,19,7/15/19,1200.0,3.0
Single Family Resi,1.07,2019,7,19,7/26/19,2240.0,3.0
Single Family Resi,1.71,2019,7,19,7/1/19,1407.0,3.0
Single Family Resi,1.96,2019,7,19,7/9/19,1251.0,2.0
Single Family Resi,2.3,2019,7,19,7/22/19,1064.0,3.0
Single Family Resi,1.56,2019,7,19,7/16/19,1571.0,4.0
Single Family Resi,1.81,2019,7,19,7/24/19,1376.0,3.0
Single Family Resi,2.31,2019,7,19,7/31/19,1080.0,3.0
Single Family Resi,1.73,2019,7,19,7/20/19,1440.0,4.0
Condominium,1.51,2019,7,19,7/22/19,1657.0,4.0
Single Family Resi,2.79,2019,7,19,7/12/19,896.0,2.0
Condominium,1.77,2019,7,19,7/24/19,1411.0,3.0
Single Family Resi,2.36,2019,7,19,7/31/19,1100.0,2.0
Single Family Resi,2.81,2019,7,19,7/15/19,924.0,2.0
Single Family Resi,1.93,2019,7,19,7/17/19,1396.0,3.0
Single Family Resi,1.66,2019,7,19,7/1/19,1656.0,4.0
Single Family Resi,2.14,2019,7,19,7/26/19,1305.0,4.0
Single Family Resi,2.39,2019,7,19,7/3/19,1170.0,2.0
Single Family Resi,1.85,2019,7,19,7/10/19,1557.0,3.0
Single Family Resi,2.07,2019,7,19,7/15/19,1446.0,3.0
Condominium,1.84,2019,7,19,7/26/19,1629.0,3.0
Single Family Resi,1.69,2019,7,19,7/18/19,1778.0,3.0
Single Family Resi,1.67,2019,7,19,7/16/19,1800.0,4.0
Duplex,1.05,2019,7,19,7/17/19,3155.0,4.0
Single Family Resi,2.01,2019,7,19,7/26/19,1743.0,3.0
Condominium,0.15,2019,7,19,7/16/19,23094.0,3.0
Single Family Resi,2.12,2019,7,19,7/25/19,1648.0,3.0
Single Family Resi,2.12,2019,7,19,7/19/19,1690.0,4.0
Single Family Resi,1.61,2019,7,19,7/26/19,2387.0,3.0
Single Family Resi,1.93,2019,7,19,7/15/19,2076.0,4.0
Single Family Resi,1.23,2019,7,19,7/15/19,3294.0,6.0
Single Family Resi,1.78,2019,7,19,7/25/19,2700.0,4.0
Apartment,2.65,2019,7,19,7/29/19,300.0,0.0
Apartment,1.95,2019,7,19,7/3/19,437.0,0.0
Apartment,1.95,2019,7,19,7/11/19,437.0,0.0
Apartment,1.95,2019,7,19,7/25/19,437.0,0.0
See Remarks,2.98,2019,7,19,7/19/19,300.0,0.0
Duplex,0.39,2019,7,19,7/13/19,2360.0,0.0
Duplex,1.41,2019,7,19,7/10/19,675.0,2.0
Triplex,1.52,2019,7,19,7/15/19,724.0,1.0
Duplex,1.57,2019,7,19,7/9/19,825.0,2.0
Single Family Resi,2.71,2019,7,19,7/17/19,480.0,1.0
Condominium,2.02,2019,7,19,7/20/19,642.0,0.0
Triplex,2.0,2019,7,19,7/31/19,650.0,1.0
Duplex,1.8,2019,7,19,7/12/19,750.0,2.0
Triplex,0.49,2019,7,19,7/26/19,2933.0,1.0
See Remarks,2.64,2019,7,19,7/28/19,550.0,1.0
Single Family Resi,2.31,2019,7,19,7/1/19,628.0,2.0
Duplex,2.17,2019,7,19,7/3/19,672.0,2.0
Apartment,2.0,2019,7,19,7/21/19,736.0,1.0
Single Family Resi,2.06,2019,7,19,7/23/19,716.0,1.0
Condominium,2.93,2019,7,19,7/29/19,512.0,1.0
See Remarks,4.93,2019,7,19,7/19/19,304.0,1.0
Single Family Resi,2.46,2019,7,19,7/5/19,640.0,1.0
Duplex,2.13,2019,7,19,7/12/19,750.0,2.0
Duplex,0.63,2019,7,19,7/30/19,2557.0,3.0
Condominium,2.19,2019,7,19,7/16/19,730.0,0.0
Single Family Resi,2.22,2019,7,19,7/10/19,744.0,2.0
Single Family Resi,1.59,2019,7,19,7/12/19,1037.0,3.0
Single Family Resi,1.52,2019,7,19,7/3/19,1120.0,3.0
Single Family Resi,2.33,2019,7,19,7/24/19,740.0,1.0
Single Family Resi,2.24,2019,7,19,7/1/19,770.0,2.0
Single Family Resi,1.96,2019,7,19,7/1/19,880.0,2.0
Single Family Resi,2.69,2019,7,19,7/25/19,650.0,2.0
Single Family Resi,1.82,2019,7,19,7/26/19,964.0,3.0
Single Family Resi,1.59,2019,7,19,7/18/19,1100.0,2.0
Single Family Resi,1.26,2019,7,19,7/29/19,1420.0,3.0
See Remarks,0.77,2019,7,19,7/12/19,2326.0,1.0
Condominium,1.93,2019,7,19,7/10/19,958.0,1.0
Single Family Resi,1.14,2019,7,19,7/20/19,1664.0,3.0
Condominium,2.82,2019,7,19,7/21/19,673.0,1.0
Condominium,1.6,2019,7,19,7/26/19,1190.0,1.0
Condominium,3.71,2019,7,19,7/26/19,512.0,1.0
Condominium,1.92,2019,7,19,7/20/19,1018.0,1.0
Single Family Resi,1.42,2019,7,19,7/9/19,1388.0,3.0
Single Family Resi,2.74,2019,7,19,7/9/19,725.0,2.0
Single Family Resi,1.59,2019,7,19,7/9/19,1256.0,2.0
Condominium,1.96,2019,7,19,7/19/19,1018.0,1.0
Duplex,1.6,2019,7,19,7/15/19,1248.0,4.0
Condominium,1.68,2019,7,19,7/26/19,1190.0,1.0
Single Family Resi,2.78,2019,7,19,7/23/19,720.0,1.0
Single Family Resi,2.9,2019,7,19,7/24/19,690.0,2.0
Single Family Resi,1.74,2019,7,19,7/25/19,1230.0,3.0
Single Family Resi,2.16,2019,7,19,7/17/19,1008.0,3.0
Single Family Resi,2.0,2019,7,19,7/7/19,1100.0,3.0
Single Family Resi,2.96,2019,7,19,7/9/19,744.0,2.0
Single Family Resi,2.24,2019,7,19,7/5/19,982.0,2.0
Single Family Resi,2.01,2019,7,19,7/22/19,1095.0,2.0
Condominium,2.18,2019,7,19,7/17/19,1033.0,1.0
Single Family Resi,2.31,2019,7,19,7/13/19,975.0,2.0
Condominium,2.61,2019,7,19,7/12/19,861.0,1.0
Single Family Resi,1.1,2019,7,19,7/8/19,2044.0,4.0
Single Family Resi,1.58,2019,7,19,7/1/19,1456.0,3.0
Single Family Resi,2.14,2019,7,19,7/26/19,1124.0,2.0
Condominium,1.65,2019,7,19,7/31/19,1451.0,3.0
See Remarks,2.69,2019,7,19,7/19/19,891.0,2.0
Townhouse,2.09,2019,7,19,7/1/19,1162.0,2.0
Condominium,1.55,2019,7,19,7/8/19,1576.0,3.0
Condominium,1.72,2019,7,19,7/15/19,1450.0,2.0
Single Family Resi,1.59,2019,7,19,7/25/19,1576.0,3.0
Single Family Resi,2.51,2019,7,19,7/4/19,997.0,2.0
Single Family Resi,2.36,2019,7,19,7/29/19,1100.0,2.0
Single Family Resi,1.51,2019,7,19,7/11/19,1721.0,3.0
Condominium,2.08,2019,7,19,7/12/19,1253.0,2.0
Single Family Resi,1.07,2019,7,19,7/17/19,2461.0,4.0
Single Family Resi,1.44,2019,7,19,7/5/19,1872.0,5.0
Single Family Resi,1.63,2019,7,19,7/27/19,1705.0,4.0
Duplex,1.99,2019,7,19,7/1/19,1408.0,3.0
Single Family Resi,2.08,2019,7,19,7/26/19,1373.0,3.0
Single Family Resi,2.35,2019,7,19,7/2/19,1235.0,4.0
Single Family Resi,1.51,2019,7,19,7/12/19,1950.0,3.0
Single Family Resi,1.4,2019,7,19,7/1/19,2100.0,4.0
Single Family Resi,2.21,2019,7,19,7/25/19,1358.0,2.0
Single Family Resi,1.39,2019,7,19,7/1/19,2160.0,3.0
Single Family Resi,1.6,2019,7,19,7/12/19,1879.0,3.0
Single Family Resi,2.68,2019,7,19,7/12/19,1176.0,2.0
Single Family Resi,2.26,2019,7,19,7/22/19,1990.0,3.0
Single Family Resi,1.02,2019,7,19,7/18/19,1224.0,4.0
Single Family Resi,0.96,2019,7,19,7/15/19,1518.0,4.0
Single Family Resi,1.13,2019,7,19,7/29/19,1303.0,3.0
Single Family Resi,1.16,2019,7,19,7/3/19,1296.0,3.0
Single Family Resi,1.09,2019,7,19,7/15/19,1402.0,3.0
Condominium,1.04,2019,7,19,7/9/19,1464.0,3.0
Single Family Resi,1.08,2019,7,19,7/15/19,1429.0,4.0
Single Family Resi,1.18,2019,7,19,7/4/19,1317.0,3.0
Single Family Resi,1.15,2019,7,19,7/1/19,1368.0,3.0
Single Family Resi,0.85,2019,7,19,7/11/19,1875.0,3.0
Single Family Resi,0.8,2019,7,19,7/12/19,1992.0,4.0
Single Family Resi,0.8,2019,7,19,7/19/19,1992.0,4.0
Single Family Resi,0.86,2019,7,19,7/8/19,1863.0,4.0
Single Family Resi,1.19,2019,7,19,7/9/19,1392.0,4.0
Single Family Resi,0.98,2019,7,19,7/1/19,1683.0,3.0
Single Family Resi,1.34,2019,7,19,7/12/19,1495.0,3.0
Single Family Resi,1.21,2019,7,19,7/18/19,1779.0,4.0
Single Family Resi,1.38,2019,7,19,7/23/19,1667.0,3.0
Apartment,2.2,2019,7,19,7/24/19,420.0,0.0
Apartment,2.2,2019,7,19,7/1/19,420.0,0.0
Quadruplex,0.47,2019,7,19,7/10/19,2032.0,1.0
See Remarks,2.11,2019,7,19,7/26/19,450.0,0.0
Quadruplex,1.59,2019,7,19,7/11/19,659.0,1.0
Apartment,1.75,2019,7,19,7/25/19,600.0,1.0
Condominium,2.22,2019,7,19,7/30/19,493.0,1.0
Quadruplex,1.37,2019,7,19,7/22/19,800.0,1.0
Condominium,1.62,2019,7,19,7/1/19,678.0,1.0
Quadruplex,1.28,2019,7,19,7/29/19,861.0,2.0
Quadruplex,1.11,2019,7,19,7/16/19,1010.0,2.0
Apartment,1.4,2019,7,19,7/1/19,820.0,2.0
Condominium,2.34,2019,7,19,7/15/19,489.0,1.0
See Remarks,2.88,2019,7,19,7/26/19,400.0,1.0
Condominium,2.35,2019,7,19,7/22/19,489.0,1.0
Quadruplex,0.36,2019,7,19,7/21/19,3244.0,2.0
Duplex,2.0,2019,7,19,7/8/19,600.0,1.0
Quadruplex,2.5,2019,7,19,7/1/19,500.0,1.0
Condominium,1.34,2019,7,19,7/31/19,968.0,2.0
Duplex,0.83,2019,7,19,7/9/19,1587.0,2.0
Duplex,1.58,2019,7,19,7/2/19,837.0,2.0
Duplex,1.59,2019,7,19,7/18/19,850.0,2.0
See Remarks,2.25,2019,7,19,7/22/19,600.0,1.0
Condominium,2.15,2019,7,19,7/25/19,627.0,1.0
Apartment,0.24,2019,7,19,7/11/19,5622.0,2.0
Condominium,2.41,2019,7,19,7/12/19,579.0,1.0
Apartment,0.25,2019,7,19,7/1/19,5622.0,2.0
Quadruplex,1.39,2019,7,19,7/15/19,1008.0,2.0
Condominium,2.34,2019,7,19,7/17/19,598.0,1.0
Quadruplex,1.75,2019,7,19,7/27/19,800.0,1.0
Condominium,2.15,2019,7,19,7/8/19,650.0,1.0
Condominium,1.9,2019,7,19,7/15/19,761.0,2.0
Condominium,1.44,2019,7,19,7/10/19,1005.0,2.0
Duplex,0.98,2019,7,19,7/16/19,1480.0,2.0
Duplex,1.35,2019,7,19,7/20/19,1092.0,2.0
Duplex,1.78,2019,7,19,7/17/19,842.0,2.0
Condominium,1.87,2019,7,19,7/5/19,803.0,2.0
Condominium,1.85,2019,7,19,7/1/19,812.0,2.0
Condominium,1.72,2019,7,19,7/3/19,900.0,2.0
Duplex,0.95,2019,7,19,7/26/19,1662.0,2.0
Duplex,0.75,2019,7,19,7/15/19,2123.0,2.0
Duplex,1.78,2019,7,19,7/1/19,897.0,2.0
Condominium,1.64,2019,7,19,7/19/19,977.0,2.0
Duplex,1.33,2019,7,19,7/15/19,1200.0,2.0
Quadruplex,1.6,2019,7,19,7/20/19,1000.0,2.0
Single Family Resi,1.96,2019,7,19,7/9/19,840.0,1.0
Condominium,1.78,2019,7,19,7/18/19,928.0,2.0
Condominium,1.75,2019,7,19,7/1/19,941.0,2.0
Duplex,1.68,2019,7,19,7/27/19,1000.0,2.0
Single Family Resi,1.88,2019,7,19,7/25/19,903.0,3.0
See Remarks,3.09,2019,7,19,7/10/19,550.0,1.0
Condominium,1.83,2019,7,19,7/31/19,941.0,2.0
Single Family Resi,1.32,2019,7,19,7/26/19,1328.0,3.0
Duplex,0.68,2019,7,19,7/1/19,2564.0,2.0
Duplex,1.82,2019,7,19,7/10/19,986.0,2.0
Duplex,1.35,2019,7,19,7/10/19,1330.0,2.0
Duplex,1.01,2019,7,19,7/7/19,1782.0,2.0
Duplex,0.89,2019,7,19,7/19/19,2016.0,3.0
See Remarks,2.09,2019,7,19,7/1/19,860.0,1.0
Condominium,1.96,2019,7,19,7/8/19,942.0,2.0
Duplex,1.39,2019,7,19,7/31/19,1330.0,2.0
Condominium,1.27,2019,7,19,7/28/19,1460.0,3.0
Duplex,1.56,2019,7,19,7/24/19,1200.0,3.0
Single Family Resi,2.44,2019,7,19,7/1/19,780.0,2.0
Single Family Resi,2.22,2019,7,19,7/11/19,880.0,2.0
Single Family Resi,2.21,2019,7,19,7/20/19,903.0,2.0
Single Family Resi,2.7,2019,7,19,7/13/19,740.0,2.0
Duplex,0.88,2019,7,19,7/25/19,2266.0,2.0
Single Family Resi,1.94,2019,7,19,7/15/19,1080.0,3.0
Single Family Resi,2.05,2019,7,19,7/23/19,1025.0,3.0
Condominium,1.77,2019,7,19,7/16/19,1239.0,3.0
Condominium,1.93,2019,7,19,7/15/19,1140.0,2.0
Single Family Resi,2.15,2019,7,19,7/20/19,1025.0,3.0
Apartment,2.3,2019,7,19,7/22/19,1000.0,2.0
Single Family Resi,2.7,2019,7,19,7/26/19,849.0,2.0
Single Family Resi,1.43,2019,7,19,7/25/19,1607.0,4.0
Condominium,1.92,2019,7,19,7/19/19,1248.0,2.0
Single Family Resi,2.27,2019,7,19,7/25/19,1056.0,2.0
Condominium,2.36,2019,7,19,7/12/19,1016.0,1.0
Single Family Resi,1.59,2019,7,19,7/12/19,1576.0,3.0
Single Family Resi,1.92,2019,7,19,7/18/19,1300.0,2.0
See Remarks,3.13,2019,7,19,7/19/19,800.0,1.0
Condominium,2.79,2019,7,19,7/21/19,897.0,1.0
Single Family Resi,2.57,2019,7,19,7/18/19,1008.0,2.0
Duplex,1.01,2019,7,19,7/3/19,2586.0,3.0
Single Family Resi,2.04,2019,7,19,7/12/19,1302.0,2.0
Condominium,2.57,2019,7,19,7/15/19,1070.0,1.0
Condominium,1.52,2019,7,19,7/1/19,1847.0,3.0
Single Family Resi,3.01,2019,7,19,7/1/19,962.0,2.0
Single Family Resi,2.39,2019,7,19,7/29/19,1232.0,2.0
Condominium,2.8,2019,7,19,7/1/19,1070.0,1.0
Single Family Resi,2.07,2019,7,19,7/17/19,1450.0,3.0
Duplex,1.18,2019,7,19,7/27/19,2546.0,3.0
Single Family Resi,1.67,2019,7,19,7/21/19,1800.0,3.0
Single Family Resi,3.16,2019,7,19,7/1/19,950.0,2.0
Single Family Resi,2.81,2019,7,19,7/1/19,1084.0,2.0
Single Family Resi,1.73,2019,7,19,7/18/19,1835.0,3.0
Single Family Resi,2.04,2019,7,19,7/22/19,1570.0,4.0
Duplex,1.03,2019,7,19,7/15/19,3166.0,3.0
Single Family Resi,2.33,2019,7,19,7/11/19,1392.0,3.0
Condominium,1.55,2019,7,19,7/12/19,2130.0,3.0
Condominium,1.52,2019,7,19,7/13/19,2174.0,3.0
Condominium,2.33,2019,7,19,7/1/19,1419.0,2.0
Duplex,2.54,2019,7,19,7/10/19,1340.0,2.0
Condominium,2.14,2019,7,19,7/22/19,1638.0,2.0
Condominium,2.26,2019,7,19,7/31/19,1638.0,3.0
Townhouse,1.92,2019,7,19,7/31/19,2002.0,3.0
Townhouse,1.97,2019,7,19,7/16/19,2026.0,3.0
Condominium,2.21,2019,7,19,7/8/19,1900.0,2.0
Duplex,2.43,2019,7,19,7/15/19,1849.0,3.0
Single Family Resi,2.47,2019,7,19,7/30/19,1942.0,3.0
Condominium,2.89,2019,7,19,7/12/19,1975.0,3.0
Apartment,2.23,2019,7,19,7/24/19,450.0,0.0
Apartment,2.23,2019,7,19,7/10/19,450.0,0.0
Apartment,2.05,2019,7,19,7/19/19,550.0,1.0
Quadruplex,0.47,2019,7,19,7/15/19,2571.0,2.0
Quadruplex,1.39,2019,7,19,7/17/19,900.0,1.0
Quadruplex,0.38,2019,7,19,7/10/19,3526.0,1.0
Quadruplex,0.4,2019,7,19,7/30/19,3526.0,2.0
Condominium,2.3,2019,7,19,7/25/19,673.0,1.0
Duplex,1.91,2019,7,19,7/1/19,888.0,2.0
Condominium,1.7,2019,7,19,7/11/19,1058.0,2.0
Quadruplex,1.67,2019,7,19,7/15/19,1107.0,2.0
Duplex,1.34,2019,7,19,7/9/19,1380.0,2.0
Condominium,1.73,2019,7,19,7/25/19,1101.0,2.0
Condominium,2.86,2019,7,19,7/17/19,683.0,1.0
Condominium,2.95,2019,7,19,7/3/19,677.0,1.0
Condominium,2.33,2019,7,19,7/25/19,903.0,1.0
Condominium,1.9,2019,7,19,7/27/19,1264.0,2.0
Condominium,2.01,2019,7,19,7/1/19,1192.0,2.0
Condominium,2.67,2019,7,19,7/12/19,937.0,2.0
Condominium,2.65,2019,7,19,7/25/19,964.0,2.0
Duplex,1.7,2019,7,19,7/16/19,1504.0,3.0
Duplex,1.55,2019,7,19,7/31/19,1657.0,2.0
Condominium,1.76,2019,7,19,7/23/19,1537.0,3.0
Condominium,1.71,2019,7,19,7/29/19,1604.0,3.0
Condominium,1.86,2019,7,19,7/22/19,1476.0,3.0
Single Family Resi,1.61,2019,7,19,7/16/19,1800.0,3.0
Condominium,2.6,2019,7,19,7/9/19,1117.0,2.0
Single Family Resi,2.39,2019,7,19,7/22/19,1362.0,3.0
Single Family Resi,2.5,2019,7,19,7/12/19,1317.0,3.0
Single Family Resi,2.23,2019,7,19,7/29/19,1570.0,3.0
Condominium,2.05,2019,7,19,7/19/19,1853.0,3.0
Single Family Resi,1.89,2019,7,19,7/8/19,2120.0,3.0
Single Family Resi,2.6,2019,7,19,7/16/19,1541.0,3.0
Single Family Resi,2.37,2019,7,19,7/16/19,1771.0,3.0
Condominium,2.03,2019,7,19,7/26/19,2163.0,3.0
Single Family Resi,2.2,2019,7,19,7/28/19,2000.0,4.0
Single Family Resi,2.04,2019,7,19,7/1/19,2696.0,3.0
Single Family Resi,2.5,2019,7,19,7/15/19,2237.0,4.0
Apartment,2.28,2019,7,19,7/30/19,625.0,1.0
Quadruplex,1.41,2019,7,19,7/5/19,1030.0,2.0
Quadruplex,1.45,2019,7,19,7/5/19,1030.0,2.0
Apartment,2.13,2019,7,19,7/30/19,738.0,1.0
Duplex,0.68,2019,7,19,7/26/19,3008.0,3.0
Duplex,0.72,2019,7,19,7/19/19,3008.0,3.0
Condominium,1.69,2019,7,19,7/18/19,1335.0,2.0
Duplex,1.65,2019,7,19,7/8/19,1483.0,3.0
Single Family Resi,1.23,2019,7,19,7/10/19,2433.0,3.0
Condominium,1.96,2019,7,19,7/25/19,1631.0,2.0
Single Family Resi,1.99,2019,7,19,7/29/19,1809.0,3.0
Condominium,1.48,2019,7,19,7/25/19,2497.0,3.0
Single Family Resi,1.75,2019,7,19,7/5/19,2341.0,4.0
Single Family Resi,1.44,2019,7,19,7/10/19,3124.0,4.0
Single Family Resi,2.59,2019,7,19,7/1/19,1932.0,3.0
Single Family Resi,1.68,2019,7,19,7/15/19,3502.0,5.0
Single Family Resi,2.19,2019,7,19,7/23/19,3201.0,5.0
Single Family Resi,2.51,2019,7,19,7/17/19,3024.0,4.0
Single Family Resi,1.82,2019,7,19,7/15/19,4553.0,5.0
Single Family Resi,1.64,2019,7,19,7/25/19,6108.0,4.0
Duplex,1.29,2019,7,19,7/25/19,1234.0,3.0
Single Family Resi,1.13,2019,7,19,7/1/19,1500.0,3.0
Single Family Resi,1.75,2019,7,19,7/20/19,1144.0,2.0
Single Family Resi,1.7,2019,7,19,7/28/19,1584.0,3.0
Single Family Resi,1.14,2019,7,19,7/20/19,2628.0,4.0
Single Family Resi,1.28,2019,7,19,7/3/19,2351.0,4.0
Single Family Resi,1.58,2019,7,19,7/10/19,1896.0,3.0
Single Family Resi,1.88,2019,7,19,7/15/19,1597.0,3.0
Single Family Resi,1.12,2019,7,19,7/1/19,2800.0,4.0
Single Family Resi,1.33,2019,7,19,7/5/19,2401.0,3.0
Single Family Resi,0.77,2019,7,19,7/15/19,4178.0,5.0
Single Family Resi,1.31,2019,7,19,7/26/19,2515.0,4.0
Single Family Resi,1.18,2019,7,19,7/16/19,2885.0,4.0
Single Family Resi,1.46,2019,7,19,7/28/19,2734.0,4.0
Single Family Resi,1.59,2019,7,19,7/7/19,2516.0,4.0
