,BLACK,HHSEX,METRO,HHGRAD,HHMAR,HHCITSHP,HHAGE,NUMPEOPLE,HINCP,DIVISION,OWNER
36352,0.0,1,1.0,40,1,1,72,2,4.620136054973758,5,1.0
36353,0.0,2,0.0,43,1,1,67,2,4.913283901760418,6,1.0
36354,0.0,2,1.0,39,4,1,59,3,5.110252917353403,9,1.0
36355,0.0,1,1.0,40,1,1,52,2,5.155336037465061,5,1.0
36356,0.0,1,0.0,42,1,1,24,2,5.051345499336539,4,1.0
36357,0.0,1,1.0,33,1,5,49,4,5.017033339298781,4,1.0
36358,0.0,2,1.0,42,1,1,64,2,5.141449773400467,9,1.0
36359,0.0,1,0.0,40,1,1,35,4,4.732393759822968,6,1.0
36360,0.0,1,1.0,44,5,1,33,4,5.156851901070011,9,1.0
36362,0.0,2,0.0,39,1,1,74,2,4.863322860120456,4,1.0
36363,0.0,1,1.0,42,1,1,35,4,5.534026106056135,5,1.0
36364,1.0,2,1.0,39,1,1,52,4,5.036987997806906,5,1.0
36365,0.0,1,1.0,43,1,1,73,2,4.447158031342219,6,1.0
36366,0.0,1,1.0,40,1,1,61,2,4.731185707634,9,1.0
36367,1.0,2,1.0,37,3,1,80,5,4.845718017966659,5,1.0
36368,0.0,1,1.0,44,1,1,47,3,5.263399331334003,5,0.0
36369,0.0,2,1.0,40,1,5,33,7,5.463892988985907,9,0.0
36371,0.0,1,0.0,36,3,1,80,1,4.465382851448418,4,1.0
36373,0.0,2,1.0,45,6,1,57,1,4.653212513775344,6,1.0
36374,0.0,2,1.0,39,4,1,64,1,4.799340549453582,9,1.0
36375,1.0,1,1.0,40,2,4,47,3,4.991226075692495,5,0.0
36376,1.0,2,0.0,38,6,1,58,1,4.021189299069938,6,1.0
36377,0.0,1,1.0,45,1,1,27,2,5.173186268412274,5,0.0
36378,1.0,1,1.0,47,2,1,40,3,4.653212513775344,5,0.0
36379,0.0,1,1.0,38,6,1,25,2,4.838849090737256,9,0.0
36380,0.0,2,1.0,39,1,1,59,2,5.121559844187501,4,1.0
36382,0.0,1,1.0,40,1,1,30,3,4.812913356642856,9,1.0
36383,1.0,1,0.0,39,1,1,45,3,4.732393759822968,6,1.0
36384,0.0,2,1.0,38,4,1,80,3,4.690196080028514,5,1.0
36385,0.0,2,1.0,41,3,1,71,1,4.421603926869831,7,1.0
36386,0.0,2,1.0,46,4,1,80,1,5.165837624690128,2,0.0
36387,0.0,1,1.0,44,4,1,85,1,4.68304703823885,2,1.0
36388,1.0,2,1.0,44,2,1,46,2,4.643452676486188,2,0.0
36389,0.0,2,1.0,44,1,1,51,4,5.077367905284157,2,1.0
36391,0.0,1,1.0,45,6,1,62,1,4.60422605308447,7,1.0
36392,0.0,2,1.0,40,6,1,39,2,4.431363764158987,2,0.0
36393,0.0,1,1.0,42,6,1,28,1,4.707570176097937,2,0.0
36394,0.0,2,1.0,44,1,1,49,5,5.189770956346874,2,1.0
36395,0.0,2,1.0,45,4,1,40,3,5.092369699629121,2,1.0
36396,0.0,2,1.0,41,1,4,34,4,4.505149978319906,2,1.0
36397,1.0,2,1.0,39,1,1,80,2,4.344392273685111,2,1.0
36398,0.0,1,1.0,45,1,1,66,2,5.021189299069938,2,1.0
36400,0.0,1,1.0,39,1,1,79,2,4.274619619091238,2,0.0
36401,1.0,2,1.0,46,6,1,37,1,4.670245853074124,2,1.0
36402,0.0,2,1.0,39,1,1,80,2,4.493179120682515,2,1.0
36403,0.0,1,1.0,39,1,1,57,3,4.9532763366673045,7,1.0
36405,1.0,2,1.0,39,1,1,78,4,5.148602654806093,2,1.0
36406,0.0,2,1.0,46,1,1,32,3,5.574031267727719,2,1.0
36407,0.0,1,1.0,39,1,1,80,2,5.145196406114182,2,1.0
36408,0.0,2,1.0,43,6,1,61,1,4.812913356642856,2,0.0
36409,1.0,2,1.0,42,1,4,44,2,5.1003705451175625,2,1.0
36410,0.0,1,1.0,44,4,1,44,1,5.060697840353612,7,1.0
36411,0.0,2,1.0,44,4,1,47,3,4.8512583487190755,2,1.0
36412,0.0,2,1.0,42,6,1,43,3,4.189770956346874,2,0.0
36414,0.0,1,1.0,44,1,1,51,4,5.26150077319828,2,1.0
36415,0.0,2,1.0,34,3,2,85,1,4.041392685158225,2,0.0
36416,1.0,2,1.0,39,6,1,54,6,4.3692158574101425,5,0.0
36417,1.0,2,1.0,44,4,1,42,5,4.724275869600789,5,1.0
36418,1.0,2,1.0,44,1,1,47,5,5.013679697291193,5,0.0
36419,1.0,1,1.0,40,1,1,63,3,4.968482948553935,5,1.0
36420,0.0,2,1.0,42,3,1,78,1,4.2552725051033065,5,1.0
36421,0.0,1,1.0,39,1,1,31,4,4.672097857935717,5,1.0
36422,1.0,1,1.0,45,1,1,56,5,5.045322978786658,5,1.0
36424,0.0,1,1.0,44,1,1,37,2,4.698970004336019,5,0.0
36425,0.0,2,1.0,40,1,1,49,5,5.352182518111363,5,1.0
36426,0.0,1,1.0,40,1,1,46,4,4.176091259055681,5,0.0
36431,0.0,1,1.0,44,1,1,60,2,5.328379603438738,5,1.0
36432,0.0,2,1.0,40,3,1,41,2,4.190331698170292,5,0.0
36433,0.0,2,1.0,42,1,1,34,7,4.653212513775344,5,1.0
36434,0.0,1,1.0,39,5,1,61,1,4.812913356642856,5,1.0
36435,0.0,2,1.0,42,1,1,47,2,4.944482672150168,5,1.0
36436,0.0,2,1.0,44,1,1,63,2,5.068185861746161,5,1.0
36437,0.0,1,1.0,40,1,1,30,2,4.982271233039568,2,1.0
36438,0.0,2,1.0,41,3,1,74,2,4.414973347970818,5,1.0
36439,0.0,1,1.0,39,1,1,67,2,5.15956719323362,5,1.0
36440,0.0,2,1.0,40,1,1,31,5,5.228400358703005,5,0.0
36441,0.0,2,1.0,45,1,5,49,2,5.079181246047625,5,1.0
36442,0.0,1,0.0,45,1,1,35,3,4.7619278384205295,5,0.0
36444,0.0,1,0.0,46,1,1,40,3,5.033423755486949,7,1.0
36445,0.0,1,1.0,41,1,5,59,2,4.857332496431268,7,1.0
36446,0.0,1,1.0,44,1,5,80,2,4.123851640967086,5,0.0
36448,0.0,1,1.0,44,1,1,25,2,4.869231719730976,5,1.0
36451,0.0,2,1.0,44,1,1,37,4,5.354108439147401,7,1.0
36453,0.0,1,1.0,37,6,5,29,5,5.12057393120585,7,0.0
36454,0.0,2,1.0,44,5,1,53,3,5.463892988985907,5,1.0
36455,0.0,1,0.0,39,2,1,42,1,4.1673173347481764,7,1.0
36456,0.0,2,1.0,39,1,1,52,3,4.653212513775344,7,0.0
36457,0.0,1,1.0,44,1,1,75,2,4.365487984890899,8,1.0
36458,1.0,2,1.0,44,4,1,51,2,4.845098040014257,2,0.0
36459,0.0,2,1.0,44,1,1,65,3,5.2552725051033065,2,1.0
36460,0.0,2,1.0,40,3,4,80,1,4.193124598354461,9,1.0
36461,0.0,1,1.0,47,1,1,69,2,5.532117116248804,9,1.0
36462,0.0,1,1.0,44,1,1,80,2,5.437750562820388,9,1.0
36463,0.0,2,1.0,44,6,1,32,2,5.060697840353612,9,0.0
36465,0.0,1,1.0,44,1,1,55,2,4.924279286061882,3,1.0
36466,0.0,1,1.0,39,1,1,63,2,4.838219221907626,3,1.0
36467,0.0,1,1.0,39,1,1,39,3,5.509202522331103,2,0.0
36468,0.0,1,1.0,45,6,1,35,2,5.204119982655925,2,1.0
36469,0.0,2,1.0,44,4,1,49,1,5.02530586526477,2,1.0
36470,0.0,1,1.0,45,1,5,44,2,5.146128035678238,2,0.0
36472,0.0,1,1.0,45,6,1,44,1,4.977723605288848,2,1.0
36476,1.0,2,1.0,39,4,1,49,2,4.462397997898956,2,0.0
36477,0.0,1,1.0,43,1,4,77,2,5.0178677189635055,3,1.0
36479,0.0,1,1.0,42,1,4,71,2,4.774808830310706,2,0.0
36480,0.0,1,1.0,44,6,1,36,1,4.845098040014257,2,0.0
36481,0.0,2,1.0,44,1,1,38,4,5.4065401804339555,9,1.0
36482,0.0,2,1.0,45,1,1,55,2,5.08278537031645,9,0.0
36483,0.0,2,1.0,32,1,5,61,8,5.2962262872611605,9,0.0
36484,0.0,1,1.0,45,4,1,73,1,4.565847818673518,9,0.0
36486,0.0,1,1.0,43,1,1,45,2,4.863382348440788,3,1.0
36489,0.0,1,1.0,45,6,1,53,1,5.079181246047625,2,0.0
36490,0.0,1,1.0,45,6,1,45,4,5.19200959265367,2,0.0
36491,1.0,1,1.0,39,1,1,70,2,4.176091259055681,2,1.0
36492,0.0,2,1.0,47,6,4,35,1,5.079181246047625,2,0.0
36494,0.0,2,1.0,39,6,4,49,1,4.954242509439325,2,0.0
36496,0.0,1,1.0,40,6,1,41,1,4.653212513775344,2,0.0
36497,1.0,2,1.0,40,6,1,39,2,4.477121254719663,2,0.0
36498,0.0,2,1.0,39,6,4,64,1,4.2552725051033065,2,0.0
36499,0.0,2,1.0,44,6,1,51,4,5.3979400086720375,9,1.0
36500,0.0,1,1.0,47,1,1,85,2,5.03181227133037,9,1.0
36501,0.0,1,1.0,44,4,1,66,2,5.111598524880394,9,1.0
36502,0.0,1,1.0,47,1,1,77,2,5.173186268412274,9,1.0
36504,0.0,1,1.0,39,1,1,50,2,5.335457900689384,3,1.0
36505,0.0,2,1.0,41,1,1,58,4,5.204119982655925,3,1.0
36506,1.0,2,1.0,39,1,5,46,3,4.477121254719663,2,0.0
36507,1.0,2,1.0,37,6,1,50,3,4.551449997972875,2,0.0
36508,0.0,1,1.0,44,6,1,25,3,4.653212513775344,2,1.0
36509,0.0,2,1.0,39,3,1,77,2,5.093421685162235,2,1.0
36511,1.0,2,1.0,44,3,5,75,1,4.02530586526477,2,1.0
36513,0.0,2,1.0,39,1,4,54,5,5.213517756996305,2,0.0
36514,0.0,2,1.0,39,1,1,56,2,5.049992856920142,2,1.0
36517,1.0,1,1.0,39,1,4,42,2,4.477121254719663,2,0.0
36518,0.0,2,1.0,47,1,1,52,5,4.913813852383717,4,1.0
36519,0.0,2,1.0,39,3,1,85,2,4.518566578443118,3,1.0
36520,0.0,2,1.0,44,4,1,56,3,4.845098040014257,3,1.0
36521,0.0,2,1.0,39,4,4,59,3,5.034427905025403,3,1.0
36522,0.0,2,1.0,44,6,1,26,1,4.511883360978874,3,0.0
36523,0.0,1,1.0,44,1,1,71,2,5.225309281725863,3,1.0
36524,0.0,1,1.0,43,6,1,35,1,4.845098040014257,3,0.0
36525,0.0,2,1.0,39,3,1,69,1,4.812244696800369,6,1.0
36527,0.0,2,1.0,45,4,1,66,2,5.011147360775798,3,1.0
36529,0.0,2,1.0,45,3,1,74,1,4.705007959333336,3,1.0
36530,0.0,2,1.0,41,3,1,69,1,4.158362492095249,6,1.0
36532,0.0,2,1.0,41,6,1,27,2,4.913813852383717,3,1.0
36534,0.0,1,1.0,44,1,5,37,2,5.31722734917642,3,1.0
36535,0.0,1,1.0,39,6,1,41,1,4.819543935541868,5,1.0
36536,0.0,1,1.0,44,6,1,73,1,4.811575005870593,3,1.0
36538,0.0,2,1.0,45,3,1,64,2,4.725094521081469,3,1.0
36540,0.0,1,1.0,40,1,1,40,3,4.778151250383644,6,0.0
36542,0.0,1,1.0,44,4,1,65,1,4.6020599913279625,3,1.0
36544,1.0,2,1.0,43,6,1,40,4,4.380211241711606,3,0.0
36545,0.0,2,1.0,43,3,1,60,1,4.643452676486188,3,1.0
36546,0.0,1,1.0,45,1,1,56,2,5.187971701647396,3,1.0
36547,0.0,1,1.0,33,6,1,65,2,4.40823996531185,5,0.0
36548,0.0,1,1.0,39,1,4,40,4,4.778151250383644,3,1.0
36549,0.0,2,1.0,44,1,1,43,4,5.651278013998144,3,1.0
36550,1.0,2,1.0,40,6,1,32,2,4.654176541877961,5,1.0
36551,0.0,2,1.0,43,3,1,55,7,4.977723605288848,3,0.0
36552,0.0,2,1.0,40,4,1,61,1,4.955206537541942,8,1.0
36553,0.0,1,1.0,39,6,1,46,2,4.740362689494244,3,1.0
36554,0.0,1,1.0,34,1,1,64,2,4.740362689494244,3,1.0
36555,1.0,2,1.0,40,1,1,63,2,5.214578953570499,6,1.0
36556,0.0,2,1.0,47,1,3,28,3,5.079181246047625,8,1.0
36558,0.0,1,1.0,44,1,1,38,4,4.7923916894982534,7,1.0
36559,0.0,1,1.0,39,1,1,61,3,4.225309281725863,7,1.0
36560,0.0,1,1.0,46,1,1,80,2,5.005051749993996,7,1.0
36562,0.0,1,1.0,41,6,1,38,1,4.57978359661681,3,0.0
36563,0.0,1,1.0,44,1,1,33,2,5.041392685158225,7,0.0
36564,0.0,1,1.0,45,1,1,68,8,5.065019214136254,7,1.0
36565,0.0,1,1.0,47,1,1,72,3,4.27554168840131,6,0.0
36566,0.0,1,1.0,39,1,1,33,3,4.361727836017593,3,0.0
36568,1.0,2,1.0,39,3,1,85,1,4.133538908370218,7,1.0
36569,0.0,2,1.0,44,3,1,64,1,4.57978359661681,3,1.0
36570,0.0,2,1.0,40,6,1,21,2,4.381115080709851,3,0.0
36572,0.0,1,1.0,44,4,1,46,3,4.778151250383644,3,0.0
36573,0.0,2,1.0,37,1,1,23,5,4.633468455579586,8,0.0
36574,0.0,2,1.0,40,4,1,53,2,4.12057393120585,8,0.0
36575,1.0,1,1.0,43,6,1,32,1,4.6020599913279625,6,0.0
36576,0.0,2,1.0,33,1,5,54,3,4.44216608578472,7,0.0
36578,0.0,1,1.0,39,1,1,70,2,5.035029282202368,8,1.0
36579,0.0,2,1.0,38,6,1,34,1,4.869231719730976,7,0.0
36580,0.0,1,1.0,39,1,1,36,2,5.190331698170292,7,0.0
36581,0.0,2,1.0,41,1,1,25,3,4.973127853599698,3,1.0
36582,0.0,2,1.0,39,4,1,57,2,4.740362689494244,7,1.0
36583,0.0,2,1.0,39,6,1,64,1,4.3979400086720375,8,1.0
36585,1.0,2,1.0,44,6,1,49,1,4.477121254719663,6,0.0
36586,0.0,1,0.0,40,1,1,47,2,5.264817823009537,3,1.0
36589,0.0,1,1.0,44,1,1,73,2,4.845098040014257,3,1.0
36591,0.0,2,1.0,43,1,1,62,2,4.740362689494244,4,1.0
36592,1.0,1,1.0,39,6,1,22,2,4.57978359661681,3,0.0
36593,1.0,2,1.0,45,4,1,70,1,4.956168430475364,3,1.0
36595,0.0,2,1.0,39,3,1,80,2,4.710709565724337,3,1.0
36596,0.0,1,1.0,44,1,1,77,2,4.779596491257824,3,1.0
36597,0.0,2,1.0,39,1,1,21,2,4.857332496431268,3,1.0
36599,1.0,2,1.0,39,6,1,50,2,4.505149978319906,3,1.0
36600,0.0,2,0.0,36,3,1,71,1,4.068185861746161,3,1.0
36601,0.0,1,1.0,43,1,1,71,2,4.658964842664435,4,1.0
36602,0.0,1,0.0,39,1,1,85,2,4.857332496431268,3,1.0
36604,0.0,2,1.0,44,4,1,26,2,4.606381365110605,7,0.0
36605,1.0,2,1.0,39,6,1,26,3,4.591175950311792,7,0.0
36606,0.0,2,1.0,44,3,1,52,1,4.7923916894982534,7,1.0
36607,0.0,2,1.0,40,2,1,44,3,4.328379603438738,7,0.0
36609,0.0,1,1.0,39,4,1,66,1,4.380211241711606,4,0.0
36610,0.0,1,1.0,40,1,1,32,4,4.492760389026838,7,1.0
36611,0.0,1,1.0,44,1,1,66,2,4.778151250383644,4,1.0
36612,0.0,1,1.0,41,1,1,70,2,5.060697840353612,7,0.0
36613,0.0,2,1.0,39,1,1,19,2,4.824776462475546,7,0.0
36614,0.0,2,1.0,40,4,1,37,2,4.033423755486949,7,0.0
36615,0.0,1,1.0,45,1,1,64,2,5.342422680822207,7,1.0
36616,1.0,1,1.0,35,1,1,29,3,4.623249290397901,7,0.0
36617,0.0,2,1.0,45,1,1,65,2,4.670245853074124,4,1.0
36618,0.0,2,1.0,45,4,1,53,3,4.835056101720117,7,1.0
36619,0.0,1,1.0,39,1,1,78,2,4.571708831808688,4,1.0
36620,0.0,1,1.0,39,1,1,85,2,4.5910646070264995,6,1.0
36621,0.0,1,1.0,40,1,1,70,2,4.760422483423212,9,1.0
36622,0.0,1,0.0,39,4,1,72,1,4.657055852857104,6,1.0
36623,0.0,2,0.0,38,3,1,80,3,4.8228216453031045,4,1.0
36624,0.0,2,1.0,43,1,1,56,2,5.252853030979893,5,1.0
36626,1.0,1,1.0,44,1,1,51,3,5.096910013008056,5,1.0
36627,0.0,2,1.0,46,1,1,73,2,5.008600171761918,5,1.0
36628,0.0,1,1.0,45,1,1,51,6,5.113943352306837,4,1.0
36630,1.0,1,1.0,39,1,1,41,2,5.008600171761918,9,1.0
36631,0.0,2,0.0,44,1,1,60,3,4.954242509439325,4,1.0
36632,0.0,2,0.0,45,1,1,75,2,5.288928537075941,9,1.0
36633,0.0,2,1.0,43,1,1,49,3,5.064457989226918,9,1.0
36634,0.0,1,0.0,44,6,1,39,1,5.113943352306837,9,1.0
36635,0.0,1,1.0,40,1,1,51,3,4.919078092376074,4,0.0
36636,0.0,1,1.0,43,1,1,54,2,5.079181246047625,9,1.0
36637,0.0,2,0.0,44,1,1,71,2,4.617000341120899,6,1.0
36639,0.0,2,1.0,39,3,1,85,1,4.133538908370218,4,1.0
36640,1.0,1,1.0,39,1,1,72,2,4.755112266395071,6,0.0
36641,0.0,2,1.0,39,3,1,63,1,4.873320601815399,9,1.0
36642,0.0,2,0.0,36,1,1,64,2,4.515873843711679,6,1.0
36643,0.0,1,1.0,39,2,1,22,2,5.096910013008056,7,0.0
36645,1.0,2,1.0,38,6,1,62,1,4.57978359661681,2,1.0
36646,0.0,2,1.0,44,4,1,66,1,4.968482948553935,2,1.0
36647,0.0,2,1.0,44,1,1,35,4,4.707570176097937,2,1.0
36649,0.0,2,1.0,47,1,1,69,2,5.418301291319746,2,1.0
36650,0.0,2,1.0,39,5,1,54,1,4.110589710299249,2,0.0
36651,0.0,2,1.0,31,6,1,75,1,4.14921911265538,2,0.0
36652,0.0,2,1.0,38,1,1,57,2,4.740362689494244,7,1.0
36653,1.0,1,1.0,44,6,1,47,1,5.127104798364807,2,0.0
36654,0.0,1,1.0,45,1,1,39,4,5.5301996982030825,2,1.0
36655,0.0,2,1.0,44,1,4,35,4,4.6020599913279625,2,0.0
36656,1.0,1,1.0,44,1,5,53,3,4.12057393120585,2,0.0
36657,1.0,1,1.0,39,2,5,33,3,4.778151250383644,2,1.0
36658,0.0,2,1.0,45,1,1,41,4,5.012837224705172,2,1.0
36660,0.0,2,1.0,44,6,1,54,2,5.08278537031645,2,1.0
36661,0.0,2,1.0,45,6,1,64,1,4.9324737646771535,2,1.0
36662,0.0,1,1.0,39,1,1,56,3,4.977723605288848,2,1.0
36663,0.0,1,1.0,39,1,1,58,2,4.949390006644912,7,1.0
36664,1.0,2,1.0,46,6,1,38,4,4.670245853074124,2,0.0
36665,0.0,2,1.0,44,6,1,27,2,5.152288344383057,2,0.0
36666,0.0,2,1.0,44,6,1,39,2,5.184691430817598,2,1.0
36667,0.0,1,1.0,40,1,1,85,2,4.5910646070264995,2,1.0
36668,1.0,2,1.0,39,6,2,57,1,4.698970004336019,2,1.0
36669,0.0,1,1.0,39,1,1,40,4,4.931966114728173,2,0.0
36670,0.0,2,1.0,45,4,1,41,2,4.698970004336019,5,1.0
36671,0.0,2,1.0,45,1,1,80,2,5.278753600952829,5,1.0
36672,1.0,1,1.0,42,1,1,64,4,5.1761781092673305,5,1.0
36673,1.0,2,1.0,46,4,1,46,2,4.660865478003869,5,0.0
36674,0.0,2,1.0,43,1,1,26,2,5.0,5,0.0
36675,0.0,1,1.0,44,1,1,44,4,5.1126050015345745,5,1.0
36676,1.0,2,1.0,43,1,4,52,5,4.698970004336019,5,0.0
36677,1.0,1,1.0,40,1,1,63,3,4.903089986991944,5,1.0
36679,0.0,2,1.0,39,1,1,50,3,4.897627091290442,5,1.0
36681,0.0,1,1.0,43,1,1,79,2,4.725094521081469,5,1.0
36682,0.0,1,1.0,41,1,1,48,4,5.075546961392531,5,1.0
36683,0.0,2,1.0,44,4,1,35,3,4.853698211776174,2,0.0
36684,0.0,2,1.0,41,5,1,51,1,4.243038048686294,5,0.0
36686,0.0,1,1.0,39,5,1,68,1,4.732393759822968,5,1.0
36687,0.0,2,1.0,39,3,1,59,5,4.951337518795918,5,1.0
36688,0.0,2,1.0,39,4,1,71,2,4.367355921026019,5,1.0
36689,0.0,1,1.0,40,1,1,54,2,4.892094602690481,5,1.0
36690,0.0,2,1.0,41,3,1,64,1,4.348304863048161,5,1.0
36692,0.0,1,1.0,39,1,1,24,2,4.707570176097937,5,1.0
36693,0.0,1,1.0,40,1,1,71,2,4.741151598851785,5,1.0
36694,1.0,1,1.0,39,6,1,19,2,4.748188027006201,5,0.0
36696,0.0,1,0.0,39,2,1,40,1,4.544068044350276,7,0.0
36697,0.0,1,1.0,40,6,1,30,1,4.531478917042255,7,0.0
36698,1.0,2,1.0,39,1,1,38,5,4.283301228703549,5,0.0
36699,0.0,1,1.0,43,1,1,42,2,5.290034611362518,8,1.0
36701,0.0,1,0.0,39,1,1,51,2,5.02530586526477,5,1.0
36702,0.0,2,0.0,45,6,1,38,2,4.69810054562339,7,0.0
36704,0.0,1,1.0,39,1,1,74,2,4.967547976218862,8,1.0
36705,0.0,1,0.0,44,1,1,35,2,4.812913356642856,7,0.0
36706,0.0,1,1.0,44,6,1,30,1,4.217483944213907,7,0.0
36707,0.0,1,1.0,44,6,1,21,1,4.5843312243675305,7,0.0
36708,0.0,2,1.0,39,3,1,85,1,4.702430536445525,8,0.0
36709,0.0,1,1.0,39,1,1,50,2,4.662757831681574,5,1.0
36710,0.0,2,1.0,40,1,1,57,3,5.411956237930402,5,1.0
36711,0.0,1,0.0,46,4,1,69,1,4.6148972160331345,7,1.0
36712,0.0,1,1.0,45,1,1,27,3,5.068185861746161,7,0.0
36714,1.0,2,1.0,39,4,1,64,1,4.193124598354461,7,0.0
36715,0.0,2,1.0,39,6,1,29,2,4.361727836017593,7,0.0
36716,0.0,1,1.0,40,6,1,31,2,4.681241237375588,5,1.0
36718,0.0,1,1.0,39,1,1,73,2,4.795184589682424,7,1.0
36719,0.0,1,1.0,46,5,1,78,1,4.907948521612273,9,0.0
36720,0.0,1,1.0,44,1,1,67,2,5.277838333002047,9,1.0
36724,0.0,2,1.0,44,1,1,73,2,4.675778341674085,3,1.0
36725,0.0,2,1.0,39,6,5,47,5,4.653212513775344,2,0.0
36726,0.0,1,1.0,40,5,4,65,1,4.6020599913279625,2,0.0
36727,0.0,1,1.0,45,6,5,36,1,4.903089986991944,2,0.0
36728,0.0,1,1.0,47,1,1,51,4,5.088490470182396,9,1.0
36729,0.0,2,1.0,44,3,4,85,1,4.012837224705172,2,0.0
36730,1.0,2,1.0,38,6,1,54,3,4.869231719730976,2,0.0
36731,1.0,1,1.0,40,1,4,57,4,4.854913022307856,2,1.0
36735,0.0,2,1.0,34,6,5,46,1,4.505149978319906,9,0.0
36737,0.0,2,1.0,45,4,4,80,1,4.653694795315082,9,1.0
36738,0.0,2,1.0,39,1,5,54,2,4.75396586586516,2,0.0
36739,0.0,1,1.0,39,1,5,60,5,5.031650793551264,2,0.0
36740,1.0,1,1.0,39,6,1,45,2,4.698970004336019,2,0.0
36742,0.0,1,1.0,44,1,4,46,3,4.6020599913279625,2,0.0
36743,1.0,2,1.0,40,1,1,58,2,4.3979400086720375,2,0.0
36744,0.0,1,1.0,40,6,1,24,2,4.982271233039568,3,1.0
36745,0.0,2,1.0,45,5,4,67,1,4.02938377768521,2,0.0
36746,1.0,2,1.0,39,4,4,64,2,4.518513939877887,2,0.0
36747,0.0,2,1.0,46,1,1,43,5,5.146128035678238,9,1.0
36748,0.0,1,1.0,44,1,4,57,3,5.447158031342219,9,1.0
36749,0.0,1,1.0,44,1,1,54,4,5.255031163345551,9,1.0
36750,1.0,2,1.0,39,5,1,38,1,4.3979400086720375,2,0.0
36751,0.0,1,1.0,38,1,4,49,5,4.880813592280791,2,0.0
36752,0.0,1,1.0,47,1,4,56,4,5.569420731293912,2,1.0
36753,0.0,2,1.0,39,1,1,41,9,5.041392685158225,2,0.0
36755,0.0,1,1.0,45,1,1,32,2,5.431363764158987,9,0.0
36756,1.0,1,1.0,43,1,4,46,5,4.6020599913279625,2,0.0
36758,0.0,2,1.0,41,4,1,63,2,5.089905111439398,3,1.0
36759,1.0,2,1.0,40,4,4,50,1,4.903089986991944,2,0.0
36760,0.0,1,1.0,36,6,1,30,5,4.342422680822207,3,0.0
36761,1.0,2,1.0,45,4,1,34,1,5.170555058521209,2,1.0
36763,0.0,1,1.0,37,6,1,53,2,4.826074802700826,3,1.0
36764,1.0,2,1.0,42,5,1,53,3,4.4107772333772095,2,0.0
36765,0.0,1,1.0,39,6,5,28,4,4.491361693834273,2,0.0
36766,0.0,2,1.0,38,4,1,73,1,4.413299764081252,9,1.0
36767,0.0,1,1.0,44,6,1,61,1,4.8512583487190755,9,1.0
36768,0.0,1,1.0,44,1,1,30,2,4.72916478969277,2,0.0
36769,1.0,2,1.0,39,5,5,58,4,4.491221576239283,2,0.0
36771,1.0,2,1.0,44,6,1,29,3,5.330413773349191,9,0.0
36773,1.0,2,1.0,45,6,4,29,1,4.648360010980932,2,1.0
36775,0.0,1,1.0,45,1,3,63,3,5.093421685162235,2,1.0
36776,0.0,1,1.0,42,6,1,44,1,4.6020599913279625,2,0.0
36777,0.0,1,1.0,47,1,1,70,2,5.269746373130767,3,1.0
36778,1.0,2,1.0,40,4,1,78,1,4.681241237375588,3,0.0
36779,0.0,1,1.0,44,1,1,62,2,4.819543935541868,4,1.0
36780,0.0,1,1.0,44,1,1,29,2,5.204119982655925,3,1.0
36783,0.0,1,1.0,44,1,4,45,4,5.3222192947339195,3,1.0
36784,0.0,1,1.0,44,1,4,35,2,4.57978359661681,3,0.0
36786,0.0,1,1.0,42,1,1,51,7,5.089905111439398,6,1.0
36788,0.0,2,1.0,41,6,1,39,2,5.096910013008056,6,1.0
36789,0.0,1,1.0,40,4,1,49,1,4.863322860120456,3,1.0
36790,1.0,2,1.0,39,6,1,28,1,4.3979400086720375,3,0.0
36791,0.0,2,1.0,44,6,1,59,1,5.021189299069938,3,1.0
36792,1.0,2,1.0,44,1,4,39,4,5.060697840353612,3,1.0
36793,0.0,1,1.0,46,4,1,60,1,5.305351369446623,3,1.0
36794,0.0,1,1.0,45,1,5,53,4,5.250420002308894,3,1.0
36795,0.0,1,1.0,45,1,1,49,4,4.778151250383644,3,0.0
36796,1.0,2,1.0,40,4,1,50,2,4.089905111439398,5,0.0
36797,0.0,1,1.0,45,1,4,74,3,5.114043562548077,3,1.0
36798,0.0,1,1.0,39,1,1,72,2,4.577491799837225,3,0.0
36799,0.0,1,1.0,44,4,1,27,1,4.556302500767287,6,0.0
36800,0.0,2,1.0,40,6,1,38,2,4.748188027006201,3,0.0
36801,0.0,1,1.0,45,1,1,59,4,5.379305517750582,3,1.0
36802,0.0,2,1.0,45,1,1,38,5,5.544068044350276,3,1.0
36804,0.0,2,1.0,39,1,1,55,2,4.301029995663981,6,1.0
36805,0.0,2,1.0,44,1,1,49,5,5.606381365110605,3,1.0
36806,0.0,1,1.0,41,1,1,32,2,5.096910013008056,3,1.0
36807,0.0,1,1.0,39,1,1,68,2,4.8221680793680175,5,1.0
36808,0.0,2,1.0,44,1,1,74,3,5.254185409462092,3,1.0
36809,0.0,2,1.0,39,6,1,67,3,4.4996870826184034,6,1.0
36810,0.0,2,1.0,39,3,1,79,1,5.060697840353612,5,1.0
36811,0.0,1,1.0,39,6,1,53,2,4.389166084364533,3,0.0
36812,1.0,1,1.0,40,6,1,25,3,4.892094602690481,7,0.0
36814,0.0,1,1.0,42,1,1,51,2,5.037426497940624,3,1.0
36815,0.0,1,1.0,40,1,1,44,2,4.924279286061882,7,1.0
36816,1.0,1,1.0,41,6,1,41,3,4.176091259055681,6,0.0
