,BLACK,HHSEX,METRO,HHGRAD,HHMAR,HHCITSHP,HHAGE,NUMPEOPLE,HINCP,DIVISION,OWNER
9103,1.0,2,1.0,39,5,5,48,3,4.643452676486188,6,0.0
9104,0.0,2,1.0,42,1,1,60,2,4.447158031342219,6,0.0
9105,0.0,2,1.0,39,1,5,30,4,4.477121254719663,6,0.0
9106,0.0,2,1.0,39,4,5,49,1,4.079181246047625,6,0.0
9107,0.0,2,1.0,46,4,4,41,2,4.3979400086720375,6,0.0
9108,0.0,1,1.0,39,6,1,29,1,4.633468455579586,6,0.0
9110,0.0,2,0.0,41,4,1,36,3,4.2576785748691846,4,0.0
9111,1.0,1,1.0,39,4,1,69,1,4.089905111439398,6,1.0
9113,0.0,2,1.0,42,4,1,60,1,4.903089986991944,6,1.0
9114,0.0,1,1.0,46,3,1,72,1,5.049140463158965,5,1.0
9115,0.0,1,0.0,39,4,1,67,1,4.7923916894982534,4,1.0
9116,0.0,1,0.0,34,1,1,36,8,4.133538908370218,4,0.0
9117,0.0,1,1.0,44,6,1,46,1,4.732393759822968,6,1.0
9118,0.0,1,1.0,33,3,1,80,3,4.491361693834273,6,1.0
9119,0.0,1,1.0,44,1,1,40,6,5.243038048686294,6,1.0
9120,0.0,2,1.0,42,1,5,54,4,4.707570176097937,5,0.0
9122,1.0,2,1.0,39,4,1,65,1,4.079181246047625,6,0.0
9123,1.0,2,1.0,40,1,5,38,5,4.113943352306837,6,0.0
9124,0.0,2,1.0,39,6,1,65,1,4.518513939877887,6,0.0
9126,0.0,2,1.0,44,6,1,28,2,4.8750612633917,6,0.0
9127,1.0,1,1.0,39,6,1,31,2,4.698970004336019,5,0.0
9128,0.0,2,1.0,39,3,5,85,1,4.071882007306125,5,0.0
9129,0.0,2,1.0,44,1,1,54,3,5.4017450822370625,5,1.0
9133,0.0,1,1.0,44,1,3,58,3,4.136720567156407,6,1.0
9135,0.0,1,1.0,39,1,1,59,3,4.96189547366785,6,1.0
9136,1.0,2,1.0,40,6,1,41,7,4.972665592266111,5,0.0
9137,1.0,2,1.0,42,4,1,49,4,4.3979400086720375,5,1.0
9138,0.0,2,0.0,40,6,1,31,3,4.2576785748691846,4,1.0
9139,0.0,2,0.0,40,1,1,34,3,4.447158031342219,4,0.0
9140,1.0,1,1.0,41,5,1,57,1,4.193124598354461,6,0.0
9141,0.0,1,1.0,45,4,1,50,2,5.465382851448418,6,1.0
9143,0.0,2,1.0,39,6,1,61,1,4.628388930050312,5,0.0
9144,1.0,1,1.0,40,4,1,61,4,4.623249290397901,6,0.0
9145,0.0,2,0.0,35,3,1,63,1,4.471291711058939,5,0.0
9146,1.0,2,1.0,34,3,1,67,4,4.079181246047625,5,0.0
9147,0.0,1,1.0,47,1,1,71,2,5.542700969448111,5,1.0
9149,0.0,1,1.0,45,6,5,32,2,5.308564413561239,5,1.0
9151,0.0,1,1.0,39,1,1,79,2,4.714329759745233,6,1.0
9152,0.0,1,1.0,40,1,1,72,2,4.627365856592733,6,1.0
9153,0.0,2,1.0,46,6,1,41,1,4.380211241711606,5,0.0
9154,1.0,2,1.0,39,6,1,58,2,4.653212513775344,6,0.0
9155,0.0,1,0.0,40,1,1,43,4,5.305351369446623,4,1.0
9156,0.0,2,1.0,47,6,4,27,1,4.079181246047625,6,0.0
9157,0.0,1,1.0,41,1,1,71,2,4.6020599913279625,6,1.0
9158,0.0,2,0.0,37,3,1,60,1,4.235528446907549,6,1.0
9159,0.0,1,1.0,44,1,1,48,2,5.013258665283517,5,1.0
9161,0.0,1,0.0,39,1,1,67,2,4.698970004336019,5,1.0
9163,1.0,2,1.0,39,6,1,53,2,4.435844365984441,5,0.0
9165,0.0,2,1.0,45,1,1,33,4,5.1303337684950066,6,1.0
9167,0.0,2,1.0,44,1,1,71,2,5.091315159697223,6,1.0
9168,1.0,2,1.0,42,4,1,60,1,4.301029995663981,6,0.0
9171,0.0,2,0.0,44,3,1,64,2,5.092018470752797,4,1.0
9172,0.0,2,0.0,41,3,1,85,1,4.318063334962762,4,0.0
9173,0.0,1,1.0,45,1,1,53,3,5.008600171761918,6,0.0
9174,1.0,2,1.0,39,4,1,62,1,4.712649701627211,6,1.0
9176,0.0,1,1.0,44,1,1,42,3,5.670245853074124,6,1.0
9177,0.0,2,1.0,45,6,1,59,2,4.9544837171555525,5,0.0
9178,1.0,2,1.0,37,5,1,44,3,4.732393759822968,6,0.0
9179,0.0,1,0.0,44,1,1,58,2,4.903089986991944,5,1.0
9180,0.0,1,1.0,44,1,1,60,2,5.2552725051033065,6,1.0
9181,0.0,1,1.0,44,1,1,26,2,4.623249290397901,5,0.0
9183,0.0,2,1.0,46,1,1,41,4,5.365487984890899,5,1.0
9184,0.0,1,1.0,39,6,4,47,1,4.740362689494244,5,1.0
9185,0.0,1,1.0,44,4,1,63,1,5.098989639401177,5,1.0
9187,0.0,2,1.0,39,4,1,66,1,4.146128035678238,6,0.0
9189,0.0,2,1.0,39,4,1,53,1,4.361727836017593,6,0.0
9190,0.0,2,1.0,44,6,1,22,3,4.903089986991944,6,0.0
9191,0.0,1,1.0,45,6,1,52,1,4.778513011738925,5,0.0
9192,0.0,2,1.0,44,1,5,31,3,4.954242509439325,5,0.0
9193,0.0,2,1.0,39,1,5,63,2,4.737192642704737,5,1.0
9194,0.0,2,1.0,39,1,4,57,2,4.778151250383644,5,1.0
9195,0.0,2,1.0,44,2,4,41,4,4.845098040014257,5,1.0
9196,0.0,1,1.0,44,1,1,48,2,5.146128035678238,5,1.0
9197,0.0,2,1.0,45,1,1,65,2,5.2576785748691846,5,1.0
9200,1.0,2,1.0,38,1,1,65,3,4.089905111439398,5,0.0
9201,0.0,2,0.0,43,1,1,64,2,5.232742062720737,2,1.0
9202,0.0,2,1.0,44,4,1,61,1,4.2552725051033065,7,0.0
9203,0.0,2,1.0,42,6,1,48,2,5.004321373782642,2,0.0
9204,0.0,1,1.0,40,1,1,75,7,4.505149978319906,2,1.0
9205,0.0,2,1.0,39,6,1,56,2,5.075546961392531,5,1.0
9206,0.0,1,1.0,44,5,1,37,4,5.113943352306837,5,1.0
9208,0.0,2,1.0,43,6,1,37,3,4.954242509439325,5,1.0
9209,0.0,1,1.0,40,6,1,35,2,5.161368002234975,5,0.0
9211,1.0,2,1.0,45,3,4,35,3,4.845098040014257,5,0.0
9212,0.0,2,1.0,39,1,1,59,3,5.104487111312395,7,1.0
9213,1.0,2,1.0,39,6,1,29,2,4.301029995663981,7,0.0
9214,0.0,2,1.0,39,1,1,74,2,4.6464037262230695,5,0.0
9215,0.0,2,1.0,46,6,1,61,1,4.977723605288848,5,1.0
9216,0.0,2,0.0,37,3,1,85,2,4.481442628502305,2,1.0
9217,1.0,1,1.0,39,5,1,65,2,4.703291378118661,7,0.0
9222,0.0,2,1.0,44,1,1,67,2,4.905256048748451,5,1.0
9223,0.0,2,1.0,41,4,4,77,1,4.544068044350276,5,0.0
9225,1.0,2,1.0,43,6,1,28,2,4.819543935541868,5,0.0
9226,1.0,2,1.0,44,4,4,70,2,4.431363764158987,5,1.0
9227,0.0,2,1.0,44,1,4,46,5,5.2440295890300215,5,1.0
9229,0.0,1,1.0,43,1,1,63,2,4.6127838567197355,5,1.0
9230,1.0,1,1.0,38,6,1,31,1,4.414973347970818,7,0.0
9231,0.0,2,0.0,39,1,1,67,2,4.626340367375042,2,1.0
9232,1.0,2,1.0,40,6,1,31,2,4.495544337546448,7,0.0
9233,1.0,2,1.0,39,6,1,67,1,4.2552725051033065,2,0.0
9234,1.0,2,1.0,45,6,1,41,1,4.544068044350276,7,0.0
9235,0.0,1,1.0,39,1,1,32,3,5.217483944213907,2,1.0
9236,0.0,2,1.0,39,6,1,32,3,5.385606273598312,2,0.0
9239,0.0,1,1.0,39,1,1,44,2,4.857332496431268,5,1.0
9243,0.0,2,1.0,44,4,4,54,1,4.698970004336019,5,1.0
9244,0.0,1,1.0,44,1,1,33,3,5.352182518111363,5,1.0
9245,0.0,1,1.0,40,1,1,25,2,4.357934847000454,5,0.0
9246,1.0,2,1.0,44,1,1,51,2,5.0,5,1.0
9247,0.0,1,1.0,44,1,4,49,7,5.204119982655925,5,1.0
9249,1.0,1,1.0,39,6,1,53,5,4.8750612633917,5,1.0
9250,0.0,1,1.0,38,6,1,79,1,5.164055291893452,7,1.0
9252,0.0,1,0.0,41,1,1,80,2,4.296665190261531,2,0.0
9253,1.0,2,1.0,44,5,1,52,5,4.9882913419074875,2,1.0
9254,1.0,2,1.0,44,2,1,29,2,4.740362689494244,5,0.0
9255,0.0,1,0.0,39,1,1,60,2,4.6020599913279625,2,0.0
9256,0.0,1,1.0,45,4,1,66,1,4.8750612633917,2,0.0
9260,1.0,2,1.0,44,4,1,38,7,4.6127838567197355,7,0.0
9261,1.0,2,1.0,40,1,4,45,5,4.923244018630276,5,1.0
9262,0.0,1,1.0,39,1,5,34,5,4.544068044350276,5,0.0
9264,0.0,2,1.0,44,4,4,56,1,4.698970004336019,5,1.0
9265,0.0,2,1.0,40,3,4,56,3,5.096214585346405,5,1.0
9266,0.0,2,1.0,44,4,1,39,1,5.589949601325708,5,0.0
9267,0.0,2,1.0,39,5,1,30,5,4.989894563718773,5,0.0
9268,0.0,2,1.0,40,4,1,72,1,4.998259338423699,5,1.0
9269,0.0,1,1.0,38,1,4,79,2,4.294466226161593,5,1.0
9273,0.0,1,0.0,41,1,1,34,4,5.107209969647869,2,0.0
9274,0.0,2,1.0,39,1,1,25,4,4.778151250383644,5,0.0
9275,1.0,2,1.0,40,4,1,51,1,4.021189299069938,7,0.0
9276,0.0,1,1.0,40,1,1,64,2,5.008600171761918,2,1.0
9280,0.0,2,1.0,40,1,1,57,5,4.814247595731921,2,1.0
9281,0.0,2,1.0,39,4,1,69,1,4.342422680822207,5,0.0
9282,0.0,2,1.0,44,5,1,34,1,4.778151250383644,5,0.0
9283,0.0,2,1.0,40,5,1,48,2,4.544068044350276,5,0.0
9284,0.0,2,1.0,40,2,1,68,1,4.176091259055681,5,0.0
9285,0.0,1,1.0,44,4,4,64,1,4.857332496431268,5,1.0
9286,0.0,1,1.0,39,1,4,52,3,5.156549151331781,5,1.0
9287,0.0,1,1.0,44,1,4,52,2,5.021189299069938,5,0.0
9288,0.0,1,1.0,46,1,3,68,2,4.1058506743851435,5,1.0
9290,0.0,1,1.0,40,1,1,79,2,4.623249290397901,7,1.0
9291,0.0,1,0.0,39,6,1,40,2,4.722633922533812,2,1.0
9294,0.0,2,0.0,44,1,1,52,2,4.57287160220048,2,1.0
9295,0.0,2,1.0,43,1,1,62,2,5.173186268412274,2,1.0
9296,0.0,2,1.0,41,4,1,50,2,4.6020599913279625,2,1.0
9297,0.0,2,1.0,44,4,1,63,1,4.041392685158225,2,0.0
9299,1.0,2,1.0,44,1,1,35,2,5.184691430817598,5,1.0
9300,0.0,2,1.0,44,6,1,45,5,4.854913022307856,5,1.0
9301,1.0,2,1.0,41,6,5,27,2,4.653212513775344,5,0.0
9303,0.0,1,1.0,39,1,5,28,4,5.321391278311689,5,1.0
9304,1.0,2,1.0,45,1,1,33,5,4.91803033678488,5,1.0
9305,0.0,1,1.0,44,1,1,60,2,5.332438459915605,5,1.0
9307,0.0,2,1.0,39,6,2,41,2,4.556302500767287,5,0.0
9308,0.0,2,1.0,36,4,1,60,1,4.123851640967086,7,0.0
9309,1.0,2,1.0,43,4,1,43,3,4.581835924057648,7,0.0
9311,0.0,1,0.0,39,1,1,56,2,5.600972895686748,2,1.0
9314,0.0,1,0.0,44,6,1,24,2,4.707570176097937,2,0.0
9316,0.0,2,1.0,44,1,1,35,8,4.897627091290442,2,1.0
9317,0.0,2,1.0,44,4,1,56,2,5.079181246047625,5,1.0
9318,0.0,1,1.0,45,1,4,50,4,5.303196057420489,2,1.0
9321,0.0,2,1.0,44,6,1,25,1,4.812913356642856,5,0.0
9323,1.0,1,1.0,44,1,4,62,4,5.017033339298781,5,1.0
9324,1.0,2,1.0,39,4,4,55,2,4.903089986991944,5,1.0
9325,1.0,2,1.0,45,1,1,32,4,4.903089986991944,5,0.0
9326,0.0,1,1.0,40,1,5,42,6,5.152288344383057,5,1.0
9327,1.0,2,1.0,44,5,1,47,3,4.894316062684439,5,0.0
9328,0.0,1,1.0,44,1,1,29,3,4.477121254719663,5,0.0
9329,0.0,1,1.0,44,1,1,57,2,4.977723605288848,5,1.0
9334,1.0,2,1.0,39,6,1,72,2,4.633468455579586,2,0.0
9335,0.0,2,0.0,39,5,1,31,3,4.064457989226918,2,0.0
9337,0.0,1,1.0,39,1,1,49,2,5.161368002234975,2,1.0
9338,0.0,2,1.0,40,1,4,56,5,4.698970004336019,5,1.0
9339,1.0,2,1.0,47,6,1,52,1,4.681241237375588,2,0.0
9340,1.0,2,1.0,45,6,1,38,4,4.26245108973043,7,0.0
9341,1.0,2,1.0,39,1,4,62,2,4.740362689494244,5,0.0
9343,0.0,2,1.0,39,1,1,64,5,5.051923916046107,5,0.0
9344,1.0,1,1.0,40,1,4,57,2,5.204119982655925,5,0.0
9345,1.0,2,1.0,44,1,4,42,6,5.146128035678238,5,1.0
9348,1.0,2,1.0,44,1,4,37,2,5.060697840353612,5,1.0
9349,0.0,1,1.0,44,4,5,47,3,4.623249290397901,5,0.0
9352,0.0,1,0.0,39,1,1,65,2,4.877371345869774,2,1.0
9354,0.0,2,0.0,40,4,1,59,2,4.595496221825574,2,0.0
9356,0.0,2,1.0,39,3,1,76,1,4.472756449317212,2,0.0
9357,0.0,1,1.0,39,1,1,77,2,4.949243590568265,2,1.0
9358,0.0,1,1.0,42,6,4,26,3,5.683947130751513,5,1.0
9359,0.0,2,1.0,41,1,1,63,2,4.6464037262230695,5,0.0
9360,0.0,1,1.0,40,3,1,39,5,4.991226075692495,5,1.0
9361,0.0,1,1.0,42,3,1,70,2,4.7160033436347994,5,1.0
9362,1.0,1,1.0,42,6,1,35,1,4.698970004336019,5,1.0
9363,0.0,1,1.0,42,3,1,55,2,4.487138375477186,5,0.0
9364,0.0,1,1.0,40,1,1,42,5,4.903089986991944,5,1.0
9365,0.0,1,1.0,44,1,5,74,2,5.205204363948145,5,1.0
9366,0.0,1,1.0,47,1,1,69,2,4.477121254719663,5,1.0
9367,0.0,1,1.0,46,1,4,57,3,4.740362689494244,5,1.0
9370,1.0,1,1.0,39,6,1,50,3,4.924279286061882,5,0.0
9372,1.0,2,1.0,38,4,1,31,3,4.176091259055681,7,0.0
9373,0.0,2,1.0,34,1,2,80,2,4.158362492095249,2,0.0
9374,0.0,1,1.0,39,1,1,62,2,5.310905629376141,2,1.0
9375,0.0,2,0.0,42,1,1,45,5,4.681693392004564,2,1.0
9376,0.0,1,1.0,44,1,1,38,4,4.977723605288848,5,1.0
9377,1.0,2,1.0,40,1,1,36,8,4.469674772551798,7,0.0
9378,0.0,2,0.0,40,6,1,41,2,4.380211241711606,1,0.0
9379,0.0,1,1.0,39,1,5,39,4,5.615950051656401,5,1.0
9380,0.0,1,0.0,45,1,1,47,2,5.152288344383057,9,1.0
9381,0.0,2,0.0,33,3,1,80,1,4.033423755486949,5,0.0
9385,0.0,1,1.0,39,1,1,32,3,5.041392685158225,1,1.0
9386,0.0,1,1.0,44,1,1,63,2,4.217483944213907,1,1.0
9387,0.0,2,1.0,39,3,1,69,1,4.079181246047625,5,0.0
9388,0.0,1,1.0,39,1,1,76,2,5.206286044412432,5,1.0
9390,1.0,2,1.0,42,1,1,36,5,4.814247595731921,5,0.0
9391,0.0,1,1.0,39,1,1,26,2,5.004321373782642,5,0.0
9392,0.0,2,1.0,39,4,1,38,3,4.447158031342219,5,0.0
9393,0.0,2,1.0,44,6,1,25,1,4.8750612633917,5,0.0
9394,0.0,2,1.0,39,4,1,52,5,4.869231719730976,5,1.0
9395,0.0,1,1.0,39,3,1,77,1,4.021189299069938,5,0.0
9396,0.0,1,1.0,39,1,1,36,4,4.505149978319906,5,1.0
9397,0.0,2,1.0,43,6,1,24,2,5.096910013008056,1,1.0
9399,0.0,2,1.0,41,6,1,51,2,4.371067862271737,9,0.0
9401,0.0,1,1.0,45,4,1,74,1,5.150142161848558,9,0.0
9402,0.0,2,0.0,39,1,1,80,2,4.494154594018442,1,0.0
9404,0.0,1,1.0,39,1,5,44,3,5.526339277389844,5,1.0
9406,0.0,1,1.0,44,1,1,76,3,4.866523625532843,1,1.0
9407,0.0,2,1.0,39,1,4,52,2,4.7160033436347994,1,1.0
9409,1.0,2,1.0,38,6,1,47,6,4.623249290397901,5,0.0
9410,0.0,2,1.0,44,1,1,39,2,5.060697840353612,5,1.0
9411,0.0,2,1.0,39,6,1,24,2,4.4361626470407565,1,0.0
9412,0.0,1,0.0,39,6,1,37,2,4.5843312243675305,9,0.0
9415,0.0,1,0.0,40,6,1,50,1,4.096910013008056,5,1.0
9417,0.0,2,1.0,39,4,1,76,1,4.283301228703549,5,0.0
9418,0.0,1,0.0,43,1,1,53,2,5.332438459915605,1,0.0
9419,0.0,1,1.0,44,1,1,25,3,4.857332496431268,5,0.0
9420,0.0,2,1.0,35,1,1,67,2,4.800717078282385,5,1.0
9421,0.0,2,1.0,39,3,1,80,1,4.334453751150931,5,1.0
9422,0.0,1,1.0,44,4,1,40,5,4.835056101720117,1,0.0
9424,0.0,1,1.0,39,1,1,51,4,4.195899652409234,5,0.0
9425,1.0,2,1.0,39,6,1,35,6,4.977723605288848,5,0.0
9427,0.0,1,1.0,44,1,1,58,4,5.413299764081252,1,1.0
9428,0.0,2,1.0,39,1,1,62,6,5.414973347970818,1,1.0
9429,0.0,2,1.0,44,6,1,26,2,5.008727886652385,1,0.0
9430,0.0,2,1.0,39,1,1,43,2,4.919078092376074,5,0.0
9431,1.0,2,1.0,37,6,1,30,10,4.440909082065218,1,0.0
9432,0.0,2,1.0,40,1,3,50,6,5.204119982655925,5,1.0
9435,0.0,2,1.0,39,1,1,58,2,4.845098040014257,9,1.0
9436,0.0,2,1.0,40,6,1,73,1,4.587710965018911,9,1.0
9437,0.0,1,0.0,39,1,1,64,2,4.209515014542631,1,0.0
9438,0.0,1,1.0,40,1,1,67,2,4.671172842715083,5,1.0
9439,0.0,2,1.0,44,3,1,61,1,4.826074802700826,5,1.0
9440,0.0,2,1.0,43,4,1,59,1,4.164352855784437,1,0.0
9441,0.0,2,1.0,45,1,1,80,2,4.744292983122676,1,1.0
9442,0.0,2,1.0,40,1,1,31,3,5.02816441942447,1,0.0
9444,0.0,1,1.0,39,1,1,73,2,4.683947130751513,1,1.0
9445,0.0,1,1.0,39,1,1,35,6,4.416640507338281,1,0.0
9446,0.0,2,1.0,44,1,1,47,4,5.204119982655925,9,1.0
9449,0.0,1,1.0,39,1,1,85,2,4.526339277389844,1,1.0
9450,0.0,1,1.0,39,6,1,48,7,4.621591675859218,5,0.0
9451,0.0,1,1.0,43,6,1,39,1,5.0,1,0.0
9452,0.0,2,1.0,39,4,1,44,2,5.54282542695918,5,1.0
9453,0.0,2,1.0,37,1,1,60,2,4.096910013008056,5,0.0
9454,0.0,2,1.0,44,4,1,43,4,5.217483944213907,1,1.0
9455,0.0,1,1.0,44,6,5,28,1,4.6020599913279625,1,0.0
9456,0.0,2,0.0,45,4,3,63,3,4.778151250383644,9,1.0
9457,0.0,2,0.0,38,6,1,60,3,4.225309281725863,5,1.0
9459,1.0,2,1.0,39,4,1,73,2,4.161368002234975,5,0.0
9460,1.0,2,0.0,35,1,5,35,6,4.580924975675619,1,0.0
9462,1.0,2,1.0,39,6,1,31,5,4.720985744153739,5,1.0
9463,0.0,2,1.0,44,4,1,70,1,4.342422680822207,1,1.0
9464,0.0,2,1.0,45,1,1,60,2,4.250420002308894,1,1.0
9465,0.0,1,1.0,44,1,5,37,4,5.176091259055681,5,0.0
9466,0.0,1,1.0,44,1,1,67,2,4.903089986991944,5,1.0
9467,0.0,2,0.0,39,4,1,85,1,4.123851640967086,1,0.0
9468,0.0,1,1.0,38,1,1,53,4,4.694605198933568,5,1.0
9469,0.0,1,1.0,44,5,1,49,1,5.02530586526477,5,0.0
9470,0.0,2,1.0,40,4,1,50,2,4.740362689494244,5,1.0
9471,0.0,2,1.0,43,6,1,75,1,4.732393759822968,1,1.0
9472,0.0,2,1.0,43,1,4,50,5,4.919078092376074,1,0.0
9473,0.0,2,1.0,39,4,1,64,1,4.326335860928752,1,0.0
9474,0.0,1,1.0,44,3,1,85,1,4.146128035678238,1,0.0
9476,0.0,1,0.0,40,1,1,74,2,4.999565488225982,9,1.0
9478,0.0,1,1.0,36,1,1,58,4,4.827369273053825,8,1.0
9479,0.0,1,1.0,44,1,1,69,5,5.210586024905156,8,1.0
9482,0.0,2,1.0,44,4,1,72,1,4.77451696572855,8,1.0
9483,0.0,1,1.0,40,6,1,52,4,5.088490470182396,8,0.0
9484,0.0,2,1.0,45,6,5,55,1,4.778151250383644,8,0.0
9485,0.0,2,1.0,43,4,1,63,2,4.970811610872517,8,1.0
9486,0.0,1,1.0,40,1,4,65,4,5.284656282788515,8,1.0
9487,0.0,2,1.0,45,1,4,66,2,4.4048337166199385,8,1.0
9489,0.0,1,1.0,38,6,1,58,1,4.568201724066995,8,0.0
9490,0.0,1,1.0,40,1,1,37,3,5.148602654806093,8,1.0
9491,0.0,2,1.0,44,6,1,23,2,5.0,8,0.0
9492,0.0,1,1.0,45,1,1,31,2,5.204119982655925,8,0.0
9493,0.0,1,1.0,39,1,5,38,5,4.6020599913279625,2,0.0
9494,0.0,1,1.0,42,1,1,52,6,5.646011409591239,2,1.0
9495,1.0,2,1.0,44,3,1,80,2,4.576341350205793,2,1.0
9496,0.0,2,1.0,38,4,3,65,3,4.977723605288848,2,0.0
9497,0.0,2,1.0,39,1,3,60,5,4.9344984512435675,8,1.0
9499,0.0,2,1.0,43,4,1,45,2,4.845098040014257,8,1.0
9502,1.0,1,1.0,45,6,5,32,2,5.217483944213907,8,0.0
9503,0.0,2,1.0,38,4,1,66,2,4.704150516839799,8,1.0
9504,0.0,1,1.0,41,1,1,73,2,4.7110476038670335,8,1.0
9508,1.0,1,1.0,44,1,1,51,6,5.5172222980279075,8,1.0
9509,0.0,1,1.0,39,1,1,27,2,4.623249290397901,8,0.0
9510,0.0,1,1.0,42,1,1,70,2,4.751279103983342,8,1.0
9511,0.0,2,1.0,40,3,1,67,1,4.158362492095249,8,1.0
9512,1.0,1,1.0,42,4,1,39,1,4.778151250383644,8,0.0
9513,0.0,2,1.0,45,1,1,71,2,4.721810615212546,8,1.0
9514,0.0,1,1.0,44,1,1,43,5,5.153509989300837,8,1.0
9515,0.0,1,1.0,45,1,1,76,2,4.320146286111054,8,1.0
9516,0.0,1,1.0,44,1,1,39,4,4.942008053022313,8,1.0
9517,0.0,2,1.0,41,6,3,36,1,4.812913356642856,8,1.0
9518,0.0,1,1.0,40,1,1,55,2,5.049218022670182,8,0.0
9519,0.0,1,1.0,44,1,1,80,2,4.53655844257153,8,1.0
9520,0.0,2,1.0,39,3,1,85,1,4.726727209026572,2,1.0
9521,0.0,2,0.0,44,6,1,22,4,4.298853076409706,8,0.0
9522,1.0,1,1.0,44,1,1,69,4,4.954242509439325,5,1.0
9523,0.0,1,1.0,44,6,4,58,1,4.698970004336019,8,1.0
9524,1.0,1,1.0,44,1,1,40,5,5.020775488193558,8,1.0
9525,0.0,1,1.0,47,3,4,85,1,4.2552725051033065,5,0.0
9526,1.0,1,1.0,34,6,1,69,1,4.0322157032979815,2,0.0
9527,0.0,2,1.0,44,1,4,42,2,5.000434077479318,8,1.0
9528,0.0,2,1.0,44,1,1,31,4,5.041392685158225,5,1.0
9530,0.0,1,1.0,44,4,1,60,1,4.3222192947339195,8,1.0
9531,0.0,2,1.0,39,3,1,78,1,4.290034611362518,8,1.0
9532,0.0,2,1.0,40,1,1,25,2,5.033423755486949,8,1.0
9533,0.0,1,1.0,44,1,1,69,3,4.923244018630276,8,0.0
9535,0.0,2,1.0,39,4,1,57,4,4.939519252618618,8,1.0
9536,0.0,2,1.0,44,6,1,67,1,4.556302500767287,8,0.0
9537,0.0,2,1.0,45,6,1,57,1,4.832508912706237,8,1.0
9538,0.0,1,1.0,45,1,1,54,4,4.698970004336019,8,1.0
9539,0.0,1,1.0,40,1,1,80,2,4.534153074185062,8,1.0
9540,0.0,1,1.0,44,6,1,71,1,4.690196080028514,8,1.0
9542,0.0,2,1.0,45,4,1,41,4,4.799340549453582,8,0.0
9543,0.0,1,1.0,44,6,1,20,5,5.2576785748691846,8,0.0
9544,0.0,1,1.0,40,6,1,27,2,4.653212513775344,8,1.0
9546,0.0,1,1.0,44,1,1,34,3,5.363348691322757,8,1.0
9547,0.0,2,1.0,40,4,1,72,1,4.342422680822207,8,0.0
9548,0.0,1,1.0,39,6,1,55,1,4.531478917042255,2,1.0
9549,0.0,2,0.0,40,6,1,29,2,5.056904851336473,8,0.0
9551,0.0,2,0.0,39,1,1,38,5,4.836324115706752,8,0.0
9552,0.0,1,1.0,45,1,1,65,2,4.963315511386111,8,1.0
9553,1.0,1,1.0,39,6,5,24,6,4.653212513775344,2,0.0
9554,0.0,2,1.0,44,1,1,39,5,5.252853030979893,2,1.0
9555,0.0,2,1.0,47,1,1,41,4,4.8750612633917,5,0.0
9556,0.0,2,1.0,44,1,1,26,4,4.568201724066995,8,0.0
9557,0.0,1,1.0,45,4,1,39,1,4.977723605288848,8,1.0
9558,0.0,2,1.0,45,4,1,67,1,4.6127838567197355,8,1.0
9560,0.0,1,1.0,39,4,1,53,1,4.954242509439325,8,1.0
9561,0.0,1,1.0,40,6,1,55,1,4.477121254719663,8,0.0
9564,0.0,1,1.0,39,1,4,51,3,5.398807730203265,8,1.0
9565,0.0,2,1.0,39,4,1,45,2,4.812913356642856,8,0.0
9566,1.0,1,1.0,44,4,1,39,2,4.912753303671323,8,0.0
9567,0.0,1,1.0,39,1,1,68,2,5.567379307650978,8,0.0
9568,0.0,1,1.0,40,6,1,45,1,4.57978359661681,8,0.0
9569,0.0,2,1.0,42,1,1,71,2,4.898725181589493,8,1.0
9571,0.0,1,1.0,45,1,1,32,2,4.929418925714293,8,0.0
9572,0.0,2,1.0,44,1,1,45,2,5.198657086954422,8,1.0
9573,0.0,1,1.0,39,1,1,70,2,4.447158031342219,8,1.0
9574,0.0,2,1.0,45,1,1,70,2,4.601842789782098,8,1.0
9575,0.0,2,1.0,41,1,1,64,2,5.264817823009537,8,1.0
9576,0.0,1,1.0,40,1,1,61,2,5.108565023732835,8,1.0
9577,0.0,2,1.0,44,1,1,38,4,5.204119982655925,2,1.0
9579,1.0,1,1.0,40,2,1,30,1,4.462397997898956,8,0.0
9580,0.0,1,1.0,44,6,1,29,2,4.380211241711606,5,0.0
9581,1.0,2,1.0,39,1,1,52,2,4.711807229041191,2,0.0
9582,0.0,1,0.0,39,1,1,36,6,5.060697840353612,8,1.0
9583,0.0,2,1.0,41,1,1,68,2,4.079181246047625,8,0.0
9584,0.0,1,1.0,44,6,1,65,2,4.835690571492425,8,1.0
9585,0.0,2,1.0,45,4,1,66,2,4.102090525511837,8,1.0
9586,0.0,1,1.0,38,5,5,38,5,4.2552725051033065,8,1.0
9587,0.0,1,1.0,44,6,1,68,2,5.016197353512439,8,1.0
9588,0.0,2,1.0,44,1,1,44,4,5.04766419460156,8,1.0
9589,0.0,1,1.0,38,1,1,30,2,4.977723605288848,8,0.0
9591,1.0,1,1.0,40,6,1,28,3,4.681241237375588,8,0.0
9592,1.0,2,1.0,40,1,1,45,2,5.096910013008056,8,1.0
9593,0.0,2,1.0,41,1,4,28,4,4.698970004336019,2,0.0
9594,0.0,2,1.0,41,6,1,42,1,4.672097857935717,8,1.0
9595,0.0,2,1.0,45,1,1,63,2,5.256717745977487,8,1.0
9596,0.0,2,1.0,45,3,1,78,1,4.607455023214668,8,1.0
