Property Sub Type,Close$/SqFt,Close_Year,Close_Month,close_month_index,Close Date
Quadruplex,0.3,2018,12,12,12/19/18
Duplex,0.86,2018,12,12,12/11/18
Duplex,1.05,2018,12,12,12/18/18
Single Family Resi,0.95,2018,12,12,12/1/18
Quadruplex,1.2,2018,12,12,12/15/18
Duplex,0.61,2018,12,12,12/14/18
Duplex,1.26,2018,12,12,12/1/18
Duplex,0.56,2018,12,12,12/10/18
Duplex,0.66,2018,12,12,12/22/18
Single Family Resi,1.0,2018,12,12,12/1/18
Duplex,0.68,2018,12,12,12/27/18
Duplex,0.67,2018,12,12,12/1/18
Duplex,1.07,2018,12,12,12/5/18
Duplex,0.51,2018,12,12,12/1/18
Single Family Resi,1.22,2018,12,12,12/14/18
Single Family Resi,0.49,2018,12,12,12/11/18
Single Family Resi,0.93,2018,12,12,12/17/18
Single Family Resi,0.93,2018,12,12,12/30/18
Duplex,1.52,2018,12,12,12/3/18
Single Family Resi,1.06,2018,12,12,12/11/18
Single Family Resi,1.02,2018,12,12,12/16/18
Single Family Resi,1.28,2018,12,12,12/1/18
Single Family Resi,1.62,2018,12,12,12/11/18
Single Family Resi,1.38,2018,12,12,12/3/18
Single Family Resi,1.22,2018,12,12,12/1/18
Single Family Resi,1.34,2018,12,12,12/7/18
Single Family Resi,1.29,2018,12,12,12/13/18
Single Family Resi,0.96,2018,12,12,12/2/18
Single Family Resi,1.31,2018,12,12,12/29/18
Single Family Resi,1.21,2018,12,12,12/8/18
Single Family Resi,1.3,2018,12,12,12/27/18
Single Family Resi,1.23,2018,12,12,12/7/18
Single Family Resi,1.35,2018,12,12,12/7/18
Single Family Resi,0.97,2018,12,12,12/1/18
Condominium,1.1,2018,12,12,12/27/18
Condominium,1.27,2018,12,12,12/28/18
Single Family Resi,0.87,2018,12,12,12/20/18
Single Family Resi,0.97,2018,12,12,12/1/18
Single Family Resi,1.22,2018,12,12,12/15/18
Single Family Resi,1.28,2018,12,12,12/28/18
Single Family Resi,1.31,2018,12,12,12/8/18
Duplex,1.25,2018,12,12,12/29/18
Single Family Resi,0.95,2018,12,12,12/11/18
Single Family Resi,1.15,2018,12,12,12/21/18
Single Family Resi,0.83,2018,12,12,12/18/18
Single Family Resi,1.02,2018,12,12,12/5/18
Single Family Resi,1.55,2018,12,12,12/24/18
Single Family Resi,0.96,2018,12,12,12/1/18
Single Family Resi,1.21,2018,12,12,12/14/18
Single Family Resi,0.96,2018,12,12,12/24/18
Duplex,0.54,2018,12,12,12/19/18
Duplex,0.57,2018,12,12,12/29/18
Duplex,1.15,2018,12,12,12/1/18
Duplex,0.65,2018,12,12,12/28/18
Duplex,0.61,2018,12,12,12/1/18
Townhouse,0.86,2018,12,12,12/31/18
Duplex,1.36,2018,12,12,12/6/18
Single Family Resi,1.44,2018,12,12,12/7/18
Single Family Resi,0.99,2018,12,12,12/7/18
Single Family Resi,1.38,2018,12,12,12/20/18
Single Family Resi,1.16,2018,12,12,12/10/18
Single Family Resi,1.26,2018,12,12,12/17/18
Single Family Resi,0.69,2018,12,12,12/8/18
Single Family Resi,1.0,2018,12,12,12/2/18
Single Family Resi,0.69,2018,12,12,12/1/18
Single Family Resi,1.07,2018,12,12,12/3/18
Single Family Resi,0.79,2018,12,12,12/15/18
Single Family Resi,0.98,2018,12,12,12/6/18
Single Family Resi,0.77,2018,12,12,12/21/18
Single Family Resi,0.81,2018,12,12,12/1/18
Single Family Resi,0.83,2018,12,12,12/31/18
Single Family Resi,0.89,2018,12,12,12/26/18
Single Family Resi,0.89,2018,12,12,12/18/18
Single Family Resi,1.01,2018,12,12,12/12/18
Single Family Resi,1.24,2018,12,12,12/1/18
Condominium,2.4,2018,12,12,12/11/18
Apartment,2.14,2018,12,12,12/10/18
Condominium,4.49,2018,12,12,12/3/18
Condominium,2.6,2018,12,12,12/19/18
Condominium,2.38,2018,12,12,12/3/18
Condominium,3.32,2018,12,12,12/3/18
Condominium,2.12,2018,12,12,12/11/18
Condominium,2.76,2018,12,12,12/1/18
Condominium,2.64,2018,12,12,12/4/18
Condominium,3.72,2018,12,12,12/5/18
Condominium,1.55,2018,12,12,12/1/18
Condominium,2.67,2018,12,12,12/15/18
Condominium,3.44,2018,12,12,12/13/18
Apartment,2.84,2018,12,12,12/9/18
Condominium,1.82,2018,12,12,12/19/18
Condominium,4.08,2018,12,12,12/1/18
Condominium,2.23,2018,12,12,12/19/18
Condominium,2.35,2018,12,12,12/18/18
Condominium,3.36,2018,12,12,12/27/18
Condominium,5.46,2018,12,12,12/20/18
Condominium,3.87,2018,12,12,12/3/18
Condominium,4.07,2018,12,12,12/10/18
Condominium,3.77,2018,12,12,12/18/18
Condominium,4.72,2018,12,12,12/27/18
Condominium,4.12,2018,12,12,12/19/18
Duplex,1.22,2018,12,12,12/2/18
Single Family Resi,0.95,2018,12,12,12/17/18
Single Family Resi,0.96,2018,12,12,12/22/18
Single Family Resi,1.08,2018,12,12,12/8/18
Single Family Resi,0.92,2018,12,12,12/29/18
Condominium,1.12,2018,12,12,12/1/18
Condominium,1.05,2018,12,12,12/12/18
Single Family Resi,0.91,2018,12,12,12/6/18
Single Family Resi,1.44,2018,12,12,12/15/18
Single Family Resi,1.03,2018,12,12,12/25/18
Single Family Resi,1.04,2018,12,12,12/27/18
Single Family Resi,1.76,2018,12,12,12/17/18
Single Family Resi,1.76,2018,12,12,12/17/18
Single Family Resi,1.19,2018,12,12,12/15/18
Single Family Resi,1.26,2018,12,12,12/1/18
Single Family Resi,0.76,2018,12,12,12/1/18
Single Family Resi,0.87,2018,12,12,12/10/18
Single Family Resi,1.36,2018,12,12,12/8/18
Single Family Resi,0.64,2018,12,12,12/13/18
Single Family Resi,1.06,2018,12,12,12/10/18
Duplex,0.66,2018,12,12,12/11/18
Duplex,1.29,2018,12,12,12/1/18
Single Family Resi,1.02,2018,12,12,12/8/18
Single Family Resi,0.96,2018,12,12,12/14/18
Condominium,1.02,2018,12,12,12/31/18
Single Family Resi,1.14,2018,12,12,12/20/18
Single Family Resi,1.12,2018,12,12,12/10/18
Condominium,1.03,2018,12,12,12/1/18
Single Family Resi,0.97,2018,12,12,12/8/18
Single Family Resi,1.09,2018,12,12,12/6/18
Single Family Resi,1.14,2018,12,12,12/28/18
Single Family Resi,0.86,2018,12,12,12/14/18
Single Family Resi,0.9,2018,12,12,12/19/18
Single Family Resi,0.73,2018,12,12,12/21/18
Single Family Resi,0.96,2018,12,12,12/3/18
Single Family Resi,1.4,2018,12,12,12/29/18
Single Family Resi,0.88,2018,12,12,12/1/18
Single Family Resi,1.05,2018,12,12,12/24/18
Single Family Resi,0.92,2018,12,12,12/16/18
Single Family Resi,0.77,2018,12,12,12/1/18
Single Family Resi,0.89,2018,12,12,12/19/18
Single Family Resi,1.04,2018,12,12,12/19/18
Single Family Resi,1.0,2018,12,12,12/19/18
Single Family Resi,0.82,2018,12,12,12/15/18
Single Family Resi,0.79,2018,12,12,12/1/18
Duplex,1.0,2018,12,12,12/28/18
Duplex,1.33,2018,12,12,12/3/18
Condominium,1.16,2018,12,12,12/7/18
Duplex,1.33,2018,12,12,12/11/18
Condominium,1.23,2018,12,12,12/17/18
Single Family Resi,1.25,2018,12,12,12/21/18
Single Family Resi,1.07,2018,12,12,12/9/18
Townhouse,1.05,2018,12,12,12/1/18
Townhouse,1.18,2018,12,12,12/1/18
Single Family Resi,0.93,2018,12,12,12/27/18
Single Family Resi,1.05,2018,12,12,12/6/18
Single Family Resi,1.09,2018,12,12,12/19/18
Single Family Resi,0.69,2018,12,12,12/21/18
Single Family Resi,1.25,2018,12,12,12/25/18
Single Family Resi,0.83,2018,12,12,12/7/18
Single Family Resi,0.83,2018,12,12,12/25/18
Single Family Resi,0.71,2018,12,12,12/1/18
Single Family Resi,1.12,2018,12,12,12/8/18
Single Family Resi,0.71,2018,12,12,12/12/18
Single Family Resi,1.0,2018,12,12,12/1/18
Single Family Resi,1.27,2018,12,12,12/1/18
Duplex,1.33,2018,12,12,12/17/18
Duplex,0.66,2018,12,12,12/22/18
Single Family Resi,0.98,2018,12,12,12/12/18
Condominium,1.06,2018,12,12,12/18/18
Duplex,1.05,2018,12,12,12/17/18
Condominium,1.32,2018,12,12,12/9/18
Single Family Resi,0.93,2018,12,12,12/14/18
Single Family Resi,0.73,2018,12,12,12/27/18
Single Family Resi,1.04,2018,12,12,12/14/18
Single Family Resi,1.03,2018,12,12,12/25/18
Single Family Resi,0.6,2018,12,12,12/1/18
Single Family Resi,0.77,2018,12,12,12/31/18
See Remarks,1.56,2018,12,12,12/19/18
Condominium,1.2,2018,12,12,12/7/18
Condominium,1.53,2018,12,12,12/7/18
Condominium,1.09,2018,12,12,12/28/18
Condominium,2.27,2018,12,12,12/13/18
Single Family Resi,1.09,2018,12,12,12/6/18
Single Family Resi,1.02,2018,12,12,12/21/18
Single Family Resi,1.02,2018,12,12,12/1/18
Single Family Resi,0.88,2018,12,12,12/9/18
Single Family Resi,0.86,2018,12,12,12/17/18
Single Family Resi,1.0,2018,12,12,12/14/18
Single Family Resi,0.99,2018,12,12,12/1/18
Single Family Resi,0.8,2018,12,12,12/28/18
Single Family Resi,0.87,2018,12,12,12/6/18
Single Family Resi,0.92,2018,12,12,12/15/18
Duplex,1.13,2018,12,12,12/21/18
Single Family Resi,0.99,2018,12,12,12/6/18
Single Family Resi,0.65,2018,12,12,12/24/18
Single Family Resi,1.1,2018,12,12,12/13/18
Single Family Resi,0.68,2018,12,12,12/1/18
Single Family Resi,0.71,2018,12,12,12/5/18
Duplex,0.64,2018,12,12,12/4/18
Single Family Resi,1.17,2018,12,12,12/28/18
Duplex,0.61,2018,12,12,12/1/18
Single Family Resi,1.33,2018,12,12,12/3/18
Single Family Resi,0.99,2018,12,12,12/14/18
Duplex,1.07,2018,12,12,12/7/18
Single Family Resi,1.25,2018,12,12,12/29/18
Single Family Resi,1.1,2018,12,12,12/28/18
Single Family Resi,1.0,2018,12,12,12/21/18
Single Family Resi,0.93,2018,12,12,12/15/18
Single Family Resi,1.12,2018,12,12,12/21/18
Single Family Resi,1.34,2018,12,12,12/12/18
Single Family Resi,1.31,2018,12,12,12/1/18
Single Family Resi,1.06,2018,12,12,12/3/18
Single Family Resi,0.69,2018,12,12,12/19/18
Single Family Resi,0.8,2018,12,12,12/21/18
Single Family Resi,0.97,2018,12,12,12/25/18
Single Family Resi,1.08,2018,12,12,12/15/18
Single Family Resi,1.01,2018,12,12,12/30/18
Single Family Resi,0.88,2018,12,12,12/11/18
Single Family Resi,0.94,2018,12,12,12/15/18
Single Family Resi,1.0,2018,12,12,12/1/18
Single Family Resi,0.97,2018,12,12,12/13/18
Single Family Resi,0.99,2018,12,12,12/1/18
Single Family Resi,0.77,2018,12,12,12/21/18
Single Family Resi,0.78,2018,12,12,12/21/18
Single Family Resi,0.95,2018,12,12,12/27/18
Single Family Resi,1.06,2018,12,12,12/1/18
Single Family Resi,1.19,2018,12,12,12/19/18
Single Family Resi,0.67,2018,12,12,12/27/18
Single Family Resi,0.95,2018,12,12,12/28/18
Single Family Resi,1.15,2018,12,12,12/11/18
Single Family Resi,1.26,2018,12,12,12/26/18
Single Family Resi,1.06,2018,12,12,12/15/18
Single Family Resi,0.83,2018,12,12,12/21/18
Condominium,1.26,2018,12,12,12/17/18
Single Family Resi,0.96,2018,12,12,12/28/18
Single Family Resi,0.98,2018,12,12,12/21/18
Single Family Resi,0.7,2018,12,12,12/17/18
Single Family Resi,0.92,2018,12,12,12/20/18
Single Family Resi,0.79,2018,12,12,12/21/18
Single Family Resi,1.46,2018,12,12,12/3/18
Single Family Resi,1.22,2018,12,12,12/1/18
Single Family Resi,1.43,2018,12,12,12/3/18
Single Family Resi,0.78,2018,12,12,12/11/18
Single Family Resi,0.94,2018,12,12,12/16/18
Single Family Resi,1.03,2018,12,12,12/17/18
Single Family Resi,0.94,2018,12,12,12/21/18
Single Family Resi,1.04,2018,12,12,12/1/18
Single Family Resi,0.89,2018,12,12,12/1/18
Single Family Resi,0.72,2018,12,12,12/1/18
Single Family Resi,0.57,2018,12,12,12/17/18
Single Family Resi,1.14,2018,12,12,12/4/18
Single Family Resi,1.29,2018,12,12,12/31/18
Single Family Resi,0.93,2018,12,12,12/18/18
Single Family Resi,0.85,2018,12,12,12/5/18
Condominium,0.88,2018,12,12,12/6/18
See Remarks,1.78,2018,12,12,12/15/18
Apartment,1.43,2018,12,12,12/11/18
Quadruplex,1.5,2018,12,12,12/10/18
Condominium,1.02,2018,12,12,12/5/18
Condominium,2.09,2018,12,12,12/1/18
Apartment,1.31,2018,12,12,12/7/18
Apartment,1.97,2018,12,12,12/1/18
Condominium,2.41,2018,12,12,12/1/18
Condominium,1.8,2018,12,12,12/3/18
Apartment,1.46,2018,12,12,12/19/18
See Remarks,2.45,2018,12,12,12/2/18
Condominium,1.54,2018,12,12,12/10/18
Condominium,1.28,2018,12,12,12/28/18
Apartment,2.37,2018,12,12,12/15/18
Apartment,1.81,2018,12,12,12/27/18
Apartment,2.41,2018,12,12,12/28/18
Condominium,1.94,2018,12,12,12/28/18
Quadruplex,0.39,2018,12,12,12/21/18
Condominium,1.6,2018,12,12,12/13/18
Apartment,1.1,2018,12,12,12/28/18
Condominium,1.6,2018,12,12,12/31/18
Condominium,1.24,2018,12,12,12/8/18
Apartment,1.48,2018,12,12,12/27/18
Condominium,1.68,2018,12,12,12/28/18
Condominium,1.66,2018,12,12,12/10/18
Single Family Resi,1.78,2018,12,12,12/11/18
Condominium,1.57,2018,12,12,12/21/18
Single Family Resi,1.53,2018,12,12,12/15/18
Single Family Resi,1.72,2018,12,12,12/7/18
Single Family Resi,1.67,2018,12,12,12/1/18
Single Family Resi,2.19,2018,12,12,12/12/18
Single Family Resi,2.43,2018,12,12,12/17/18
Townhouse,1.12,2018,12,12,12/28/18
Single Family Resi,2.05,2018,12,12,12/4/18
Single Family Resi,1.06,2018,12,12,12/4/18
Single Family Resi,1.44,2018,12,12,12/29/18
Condominium,0.94,2018,12,12,12/1/18
Single Family Resi,0.94,2018,12,12,12/7/18
Single Family Resi,0.89,2018,12,12,12/7/18
Single Family Resi,1.16,2018,12,12,12/1/18
Single Family Resi,1.44,2018,12,12,12/13/18
Condominium,1.36,2018,6,6,6/15/18
Townhouse,1.44,2018,6,6,6/1/18
Condominium,1.93,2018,6,6,6/29/18
Condominium,1.59,2018,6,6,6/17/18
Condominium,1.1,2018,6,6,6/15/18
Condominium,1.38,2018,6,6,6/22/18
Quadruplex,1.04,2018,6,6,6/19/18
Quadruplex,1.04,2018,6,6,6/19/18
Condominium,1.47,2018,6,6,6/8/18
Condominium,1.22,2018,6,6,6/14/18
Duplex,0.54,2018,6,6,6/19/18
Condominium,1.45,2018,6,6,6/12/18
Condominium,1.51,2018,6,6,6/15/18
Duplex,0.62,2018,6,6,6/22/18
Duplex,0.99,2018,6,6,6/1/18
Duplex,1.19,2018,6,6,6/7/18
Condominium,1.39,2018,6,6,6/3/18
Condominium,1.39,2018,6,6,6/15/18
Duplex,0.63,2018,6,6,6/4/18
Duplex,1.42,2018,6,6,6/19/18
Duplex,1.13,2018,6,6,6/1/18
Duplex,0.73,2018,6,6,6/18/18
Townhouse,1.21,2018,6,6,6/11/18
Single Family Resi,1.21,2018,6,6,6/15/18
Single Family Resi,1.31,2018,6,6,6/22/18
Single Family Resi,1.38,2018,6,6,6/7/18
Single Family Resi,1.44,2018,6,6,6/7/18
Single Family Resi,1.38,2018,6,6,6/30/18
Single Family Resi,1.25,2018,6,6,6/2/18
Single Family Resi,1.27,2018,6,6,6/22/18
Triplex,2.83,2018,6,6,6/6/18
Apartment,1.88,2018,6,6,6/7/18
Condominium,3.17,2018,6,6,6/1/18
Apartment,1.63,2018,6,6,6/19/18
Apartment,2.5,2018,6,6,6/29/18
Apartment,2.63,2018,6,6,6/1/18
Condominium,1.68,2018,6,6,6/19/18
Apartment,1.65,2018,6,6,6/7/18
Apartment,1.54,2018,6,6,6/30/18
Condominium,2.63,2018,6,6,6/4/18
Quadruplex,0.33,2018,6,6,6/19/18
Duplex,2.25,2018,6,6,6/11/18
Condominium,1.91,2018,6,6,6/27/18
Condominium,2.08,2018,6,6,6/22/18
Condominium,1.36,2018,6,6,6/29/18
Condominium,1.46,2018,6,6,6/26/18
Condominium,1.69,2018,6,6,6/5/18
Condominium,0.17,2018,6,6,6/29/18
Duplex,0.88,2018,6,6,6/6/18
Duplex,3.0,2018,6,6,6/21/18
Condominium,1.72,2018,6,6,6/11/18
Quadruplex,0.33,2018,6,6,6/13/18
Quadruplex,0.33,2018,6,6,6/13/18
Duplex,1.73,2018,6,6,6/30/18
Triplex,0.86,2018,6,6,6/6/18
Triplex,1.88,2018,6,6,6/5/18
Duplex,0.97,2018,6,6,6/1/18
Condominium,2.75,2018,6,6,6/14/18
See Remarks,1.6,2018,6,6,6/12/18
Duplex,1.9,2018,6,6,6/21/18
Condominium,3.45,2018,6,6,6/22/18
Condominium,1.68,2018,6,6,6/24/18
Single Family Resi,1.94,2018,6,6,6/5/18
Single Family Resi,1.8,2018,6,6,6/26/18
Condominium,1.83,2018,6,6,6/22/18
Single Family Resi,1.51,2018,6,6,6/21/18
Condominium,2.08,2018,6,6,6/22/18
Single Family Resi,1.9,2018,6,6,6/2/18
Duplex,1.44,2018,6,6,6/1/18
See Remarks,1.78,2018,6,6,6/15/18
Single Family Resi,1.71,2018,6,6,6/29/18
Single Family Resi,2.01,2018,6,6,6/21/18
Single Family Resi,1.8,2018,6,6,6/28/18
Duplex,1.48,2018,6,6,6/22/18
Duplex,1.75,2018,6,6,6/12/18
Single Family Resi,2.32,2018,6,6,6/1/18
Single Family Resi,2.21,2018,6,6,6/25/18
Apartment,2.25,2018,6,6,6/18/18
Condominium,2.26,2018,6,6,6/19/18
Condominium,2.29,2018,6,6,6/26/18
Single Family Resi,1.56,2018,6,6,6/30/18
Single Family Resi,2.19,2018,6,6,6/21/18
Single Family Resi,2.57,2018,6,6,6/3/18
Single Family Resi,1.31,2018,6,6,6/21/18
Single Family Resi,1.39,2018,6,6,6/15/18
Single Family Resi,1.85,2018,6,6,6/12/18
Condominium,1.83,2018,6,6,6/11/18
Single Family Resi,2.22,2018,6,6,6/19/18
Single Family Resi,2.33,2018,6,6,6/27/18
Single Family Resi,1.99,2018,6,6,6/1/18
Quadruplex,1.11,2018,6,6,6/19/18
Quadruplex,1.09,2018,6,6,6/13/18
Duplex,0.65,2018,6,6,6/8/18
Townhouse,1.62,2018,6,6,6/29/18
Duplex,0.55,2018,6,6,6/14/18
Duplex,0.64,2018,6,6,6/15/18
Single Family Resi,1.31,2018,6,6,6/1/18
Quadruplex,0.29,2018,6,6,6/6/18
Duplex,0.74,2018,6,6,6/22/18
Single Family Resi,1.52,2018,6,6,6/15/18
Duplex,0.66,2018,6,6,6/23/18
Single Family Resi,0.91,2018,6,6,6/15/18
Single Family Resi,1.13,2018,6,6,6/15/18
Duplex,1.27,2018,6,6,6/29/18
Condominium,1.34,2018,6,6,6/16/18
Single Family Resi,1.1,2018,6,6,6/1/18
Single Family Resi,1.14,2018,6,6,6/2/18
Single Family Resi,1.05,2018,6,6,6/1/18
Single Family Resi,1.07,2018,6,6,6/2/18
Single Family Resi,1.18,2018,6,6,6/15/18
Single Family Resi,0.99,2018,6,6,6/20/18
Single Family Resi,1.01,2018,6,6,6/10/18
Single Family Resi,1.12,2018,6,6,6/6/18
Single Family Resi,1.23,2018,6,6,6/25/18
Single Family Resi,1.0,2018,6,6,6/18/18
Single Family Resi,1.23,2018,6,6,6/1/18
Single Family Resi,0.98,2018,6,6,6/30/18
Condominium,1.22,2018,6,6,6/7/18
Single Family Resi,1.27,2018,6,6,6/10/18
Single Family Resi,1.07,2018,6,6,6/1/18
Single Family Resi,0.89,2018,6,6,6/7/18
Single Family Resi,1.31,2018,6,6,6/13/18
Single Family Resi,1.04,2018,6,6,6/9/18
Single Family Resi,1.12,2018,6,6,6/1/18
Single Family Resi,1.38,2018,6,6,6/19/18
Single Family Resi,1.11,2018,6,6,6/1/18
Single Family Resi,0.9,2018,6,6,6/27/18
Single Family Resi,0.97,2018,6,6,6/9/18
Single Family Resi,1.57,2018,6,6,6/7/18
Single Family Resi,1.22,2018,6,6,6/3/18
Condominium,1.12,2018,6,6,6/1/18
Single Family Resi,1.07,2018,6,6,6/29/18
Single Family Resi,1.36,2018,6,6,6/26/18
Single Family Resi,1.16,2018,6,6,6/11/18
Condominium,1.1,2018,6,6,6/6/18
Single Family Resi,1.12,2018,6,6,6/23/18
Condominium,1.29,2018,6,6,6/28/18
Condominium,1.07,2018,6,6,6/11/18
Single Family Resi,1.09,2018,6,6,6/26/18
Single Family Resi,0.9,2018,6,6,6/29/18
Single Family Resi,1.06,2018,6,6,6/5/18
Single Family Resi,1.18,2018,6,6,6/30/18
Single Family Resi,1.03,2018,6,6,6/18/18
Apartment,1.98,2018,6,6,6/28/18
See Remarks,5.33,2018,6,6,6/19/18
Apartment,2.02,2018,6,6,6/22/18
Apartment,1.65,2018,6,6,6/18/18
Apartment,1.51,2018,6,6,6/18/18
Apartment,1.07,2018,6,6,6/18/18
Apartment,1.39,2018,6,6,6/1/18
Apartment,1.71,2018,6,6,6/25/18
Apartment,1.74,2018,6,6,6/28/18
Apartment,1.81,2018,6,6,6/7/18
See Remarks,2.17,2018,6,6,6/30/18
See Remarks,2.21,2018,6,6,6/28/18
Quadruplex,0.28,2018,6,6,6/27/18
Apartment,1.37,2018,6,6,6/25/18
Duplex,0.54,2018,6,6,6/28/18
Apartment,1.43,2018,6,6,6/8/18
Apartment,1.5,2018,6,6,6/15/18
Condominium,1.69,2018,6,6,6/27/18
Townhouse,1.21,2018,6,6,6/16/18
Condominium,1.77,2018,6,6,6/1/18
Condominium,1.77,2018,6,6,6/16/18
Condominium,2.0,2018,6,6,6/1/18
Quadruplex,0.33,2018,6,6,6/24/18
See Remarks,1.85,2018,6,6,6/15/18
Duplex,2.27,2018,6,6,6/21/18
See Remarks,2.22,2018,6,6,6/12/18
Apartment,2.43,2018,6,6,6/18/18
Apartment,1.55,2018,6,6,6/18/18
Apartment,1.57,2018,6,6,6/18/18
Apartment,1.86,2018,6,6,6/20/18
Duplex,1.45,2018,6,6,6/13/18
Duplex,0.73,2018,6,6,6/15/18
Condominium,1.14,2018,6,6,6/15/18
Duplex,0.82,2018,6,6,6/8/18
Duplex,1.52,2018,6,6,6/12/18
Condominium,1.65,2018,6,6,6/15/18
See Remarks,2.64,2018,6,6,6/1/18
Duplex,0.83,2018,6,6,6/1/18
Single Family Resi,1.71,2018,6,6,6/28/18
Single Family Resi,2.5,2018,6,6,6/1/18
Single Family Resi,1.55,2018,6,6,6/15/18
Duplex,1.77,2018,6,6,6/25/18
Single Family Resi,1.62,2018,6,6,6/16/18
Single Family Resi,1.59,2018,6,6,6/1/18
Single Family Resi,1.46,2018,6,6,6/21/18
Single Family Resi,2.08,2018,6,6,6/15/18
Single Family Resi,1.7,2018,6,6,6/15/18
Single Family Resi,1.68,2018,6,6,6/20/18
Single Family Resi,1.83,2018,6,6,6/22/18
Single Family Resi,1.6,2018,6,6,6/28/18
Single Family Resi,1.29,2018,6,6,6/1/18
Single Family Resi,1.79,2018,6,6,6/25/18
Single Family Resi,1.81,2018,6,6,6/29/18
Condominium,1.38,2018,6,6,6/16/18
Single Family Resi,1.73,2018,6,6,6/1/18
Single Family Resi,1.93,2018,6,6,6/6/18
Single Family Resi,1.44,2018,6,6,6/16/18
Single Family Resi,1.98,2018,6,6,6/20/18
Single Family Resi,1.89,2018,6,6,6/23/18
Single Family Resi,1.2,2018,6,6,6/29/18
Single Family Resi,2.23,2018,6,6,6/7/18
Single Family Resi,1.04,2018,6,6,6/28/18
Single Family Resi,1.11,2018,6,6,6/15/18
Townhouse,1.72,2018,6,6,6/7/18
Single Family Resi,1.89,2018,6,6,6/7/18
Condominium,1.79,2018,6,6,6/4/18
Single Family Resi,1.32,2018,6,6,6/8/18
Single Family Resi,1.67,2018,6,6,6/2/18
Single Family Resi,1.63,2018,6,6,6/1/18
Townhouse,1.32,2018,6,6,6/1/18
Single Family Resi,1.77,2018,6,6,6/1/18
Duplex,1.93,2018,6,6,6/10/18
Condominium,1.97,2018,6,6,6/2/18
Single Family Resi,2.0,2018,6,6,6/1/18
Single Family Resi,1.84,2018,6,6,6/22/18
Condominium,1.45,2018,6,6,6/1/18
Condominium,1.47,2018,6,6,6/27/18
Condominium,1.21,2018,6,6,6/22/18
Condominium,1.42,2018,6,6,6/16/18
Condominium,1.44,2018,6,6,6/24/18
Quadruplex,0.26,2018,6,6,6/19/18
Condominium,1.07,2018,6,6,6/15/18
Duplex,0.65,2018,6,6,6/1/18
Duplex,1.3,2018,6,6,6/4/18
Duplex,0.58,2018,6,6,6/15/18
Single Family Resi,1.37,2018,6,6,6/19/18
Duplex,1.35,2018,6,6,6/26/18
Duplex,1.29,2018,6,6,6/7/18
Condominium,1.15,2018,6,6,6/18/18
Quadruplex,0.28,2018,6,6,6/28/18
Duplex,0.67,2018,6,6,6/14/18
Duplex,0.68,2018,6,6,6/7/18
Condominium,1.3,2018,6,6,6/20/18
Duplex,1.2,2018,6,6,6/5/18
Duplex,1.32,2018,6,6,6/6/18
Duplex,0.61,2018,6,6,6/18/18
Condominium,1.25,2018,6,6,6/25/18
Duplex,1.16,2018,6,6,6/18/18
Apartment,2.19,2018,6,6,6/22/18
Townhouse,1.1,2018,6,6,6/30/18
Duplex,0.6,2018,6,6,6/19/18
Townhouse,1.34,2018,6,6,6/8/18
Townhouse,0.97,2018,6,6,6/1/18
Condominium,1.17,2018,6,6,6/2/18
Duplex,0.68,2018,6,6,6/27/18
Duplex,0.75,2018,6,6,6/11/18
Single Family Resi,1.26,2018,6,6,6/22/18
Duplex,1.48,2018,6,6,6/20/18
Condominium,1.09,2018,6,6,6/20/18
Duplex,1.32,2018,6,6,6/15/18
Condominium,1.14,2018,6,6,6/9/18
Single Family Resi,1.51,2018,6,6,6/7/18
Single Family Resi,1.25,2018,6,6,6/4/18
Single Family Resi,1.22,2018,6,6,6/12/18
Single Family Resi,1.71,2018,6,6,6/3/18
Townhouse,1.09,2018,6,6,6/15/18
Single Family Resi,1.82,2018,6,6,6/11/18
Single Family Resi,1.47,2018,6,6,6/18/18
Single Family Resi,1.47,2018,6,6,6/1/18
Single Family Resi,0.77,2018,6,6,6/6/18
Single Family Resi,0.9,2018,6,6,6/1/18
Single Family Resi,1.09,2018,6,6,6/15/18
Apartment,2.31,2018,6,6,6/21/18
Single Family Resi,1.19,2018,6,6,6/29/18
Condominium,1.18,2018,6,6,6/23/18
Single Family Resi,1.19,2018,6,6,6/1/18
Single Family Resi,1.39,2018,6,6,6/25/18
Single Family Resi,1.24,2018,6,6,6/26/18
Single Family Resi,1.31,2018,6,6,6/27/18
Single Family Resi,1.24,2018,6,6,6/29/18
Apartment,1.63,2018,6,6,6/2/18
Single Family Resi,0.95,2018,6,6,6/15/18
Single Family Resi,0.99,2018,6,6,6/1/18
Single Family Resi,1.27,2018,6,6,6/2/18
Single Family Resi,1.08,2018,6,6,6/1/18
Single Family Resi,0.94,2018,6,6,6/8/18
Single Family Resi,1.2,2018,6,6,6/1/18
Single Family Resi,1.03,2018,6,6,6/4/18
Single Family Resi,1.02,2018,6,6,6/22/18
Single Family Resi,1.31,2018,6,6,6/29/18
Single Family Resi,1.09,2018,6,6,6/12/18
Apartment,1.2,2018,6,6,6/15/18
Apartment,1.42,2018,6,6,6/30/18
Apartment,0.11,2018,6,6,6/1/18
Duplex,1.78,2018,6,6,6/19/18
Apartment,1.69,2018,6,6,6/15/18
Duplex,0.65,2018,6,6,6/1/18
Single Family Resi,1.43,2018,6,6,6/28/18
Quadruplex,1.05,2018,6,6,6/30/18
